"","screenName","location","latitude","longitude","state","tweetID","text"
"29","DrSamuelBrown","The West",36.6373775,-95.1507014,"Oklahoma",1100225510280290304,"@medevidenceblog @efan75 Of course trivially but not categorically true. Also experience--our H1N1 results looked l… https://t.co/Vg18Fbylgx"
"30","dRxuggist","Cleveland, OH",41.49932,-81.6943605,"Ohio",1102080954036834304,"@njc2o Ugg I got the H1N1 flu mist there back in 09. Place gave me the wrong vibe even when there only b/c they wer… https://t.co/5ZkbAOKN7q"
"31","DudaPJ","092",39.0080755,-94.2699061,"Missouri",1101680041656754176,"Medo de tá com h1n1"
"32","DutyOfAPatriot","Green Dragon, Boston",42.361437,-71.05679,"Massachusetts",1101212902147547136,"President Barack Obama

Oct. 23, 2009: Declaration of National Emergency Respective to 2009 H1N1 Influenza Pandemic… https://t.co/SENZQUoEFg"
"33","EC_Carstens","Columbus, Georgia",32.4609764,-84.9877094,"Georgia",1101665749746237440,"@athikers_bob @meghanoverdeep We had H1N1 here in the south if I remember correctly. Elsewhere H3N2. Needed a combo… https://t.co/QbNHFBj8Yq"
"34","Ericvas13","Peoria, Arizona via New York",33.5525917,-112.2582867,"Arizona",1100226219058970624,"@Alyssa_Milano Funny how when Obama declared a national emergency for the H1N1 flu you didn’t have a problem with t… https://t.co/EZK74N8F0f"
"35","famfightflu","Arlington, VA",38.8816208,-77.0909809,"Virginia",1100787917721616384,"Interesting #ACIP flu update explains how H1N1 virus predominated across the U.S. this season, except in Southeast… https://t.co/RVuWYhb1km"
"36","famfightflu","Arlington, VA",38.8816208,-77.0909809,"Virginia",1100174858216972288,"WHO issues recommendations on next season's #flu vaccine composition
The #vaccines for the 2019-20 season in the No… https://t.co/J2tWQyF4L4"
"37","famfightflu","Arlington, VA",38.8816208,-77.0909809,"Virginia",1100579020113170432,"Flu is unpredictable! H1N1 has been the dominant flu strain this season but  reports indicate that H3N2 now account… https://t.co/aRwoANoRZ2"
"38","FayCortez","Minneapolis",44.977753,-93.2650108,"Minnesota",1101614969693618176,"It's not over yet: flu continues spreading in the U.S. And there is even potentially worse news: An influenza doubl… https://t.co/78AM9InzLd"
"39","FluNearYou","Boston, Massachusetts",42.3600825,-71.0588801,"Massachusetts",1101166409416142848,"#Flu Update: #H3N2 Reported more frequently than #H1N1 strains in the past three weeks, spreading across country -… https://t.co/9BBFUhRrXO"
"40","FluTrackers","International Website",34.749056,-92.2806358,"Arkansas",1100489998908999936,"Mexico - Jalisco registers three new deaths due to influenza https://t.co/YigoEYEg70 h/t tetano"
"41","FluTrackers","International Website",34.749056,-92.2806358,"Arkansas",1101311275127242752,"Greece - 50 year old person in severe condition with H1N1 in Crete https://t.co/TuGRGkjYRu h/t Pathfinder"
"42","fly3moon","092",39.0080755,-94.2699061,"Missouri",1101326431282450432,"GALERA SEGUINTE

      tô solteira e não tenho h1n1

 boa noite"
"43","fly3moon","092",39.0080755,-94.2699061,"Missouri",1101620503834517504,"@fecoho AH NÃO MAS A H1n1 ETC ETC"
"44","fly3moon","092",39.0080755,-94.2699061,"Missouri",1100775614699749376,"desculpe não posso te beijar 

       você não tomou a vacina do h1n1"
"45","fuseonf","<U+0001D668><U+0001D66C><U+0001D65E><U+0001D663><U+0001D65C>",47.0406319,-122.9025621,"Washington",1101497542410412032,"@poetryasremedy o surto de H1N1 aqui em Manaus <U+0001F614>"
"46","gabccampos","Nárnia",39.5156627,-77.0732748,"Maryland",1100600510229479424,"Varias notícias de h1n1 em mao city deixam a gabriela febril ao toque nervosa"
"47","gphabuzz","Atlanta, GA",33.7489954,-84.3879824,"Georgia",1100135602601820160,"The more severe A(H3N2) flu is starting to spread around the country — while in Georgia it's the reverse. We *had*… https://t.co/mV8B1ibI9z"
"48","GrandmasterLMT","Parsippany Medical Complex",40.876952,-74.443347,"New Jersey",1101563430060937216,"I’ve been saying for YEARS that we need to raise $50k to have every vaccine tested to see what is REALLY coming thr… https://t.co/kHCMt8t2NU"
"49","gutojrr","In The Dark",36.1193844,-115.1904612,"Nevada",1100361159079804928,"@rosebsound Que onda é esta de h1n1 more? Tá doida"
"50","H1N1_Briel","Heaven",37.0326709,-95.6235557,"Kansas",1102087261112299520,"oyyy nakakamiss manood. https://t.co/vWShUSdNaj"
"51","H1N1_Briel","Heaven",37.0326709,-95.6235557,"Kansas",1101056815544954880,"ayoko mag tanim ng sama ng loob pero bat sila ganyan? :(((("
"52","H1N1_Briel","Heaven",37.0326709,-95.6235557,"Kansas",1102192304968761344,"bigla kong naalala yung gumawa nitong header ko<U+0001F605>"
"53","H1N1_Briel","Heaven",37.0326709,-95.6235557,"Kansas",1101801740200886272,"ano ba kasalan ko sayo?<U+0001F60F>"
"54","H1N1_Briel","Heaven",37.0326709,-95.6235557,"Kansas",1102221747808436224,"pagtinamad mga kaibigan mo pumasok nakakatamad na din pumasok<U+0001F923>"
"55","H1N1_Briel","Heaven",37.0326709,-95.6235557,"Kansas",1102217356984504320,"sakit sa ulo<U+0001F926><U+0001F3FC><U+200D><U+2642><U+FE0F>"
"56","H1N1_Briel","Heaven",37.0326709,-95.6235557,"Kansas",1101135505666654208,"bat ngayonnn paaaaa???"
"57","H1N1_Briel","Heaven",37.0326709,-95.6235557,"Kansas",1101110116001112064,"daming nangingialam sa paligid"
"58","H1N1_Briel","Heaven",37.0326709,-95.6235557,"Kansas",1101802670040334336,"isa pa gago di na kita kikilalanin."
"59","H1N1_Briel","Heaven",37.0326709,-95.6235557,"Kansas",1102186529953243136,"sana manalo ginebra pampagaan ng kalooban lang"
"60","H1N1_Briel","Heaven",37.0326709,-95.6235557,"Kansas",1102176498453110784,"leche."
"61","H1N1_Briel","Heaven",37.0326709,-95.6235557,"Kansas",1100744780311482368,"mas madali mag patawad pre"
"62","H1N1_Briel","Heaven",37.0326709,-95.6235557,"Kansas",1100747135102767104,"napilitan nanaman magpagupit"
"63","H1N1_Briel","Heaven",37.0326709,-95.6235557,"Kansas",1101110534886178816,"sana yung mga tamang nagawa ko naman mapansin nyo."
"64","H1N1_Briel","Heaven",37.0326709,-95.6235557,"Kansas",1102104881656000512,"tagal mag 6:30 gusto ko manood ng PBA."
"65","H1N1_Briel","Heaven",37.0326709,-95.6235557,"Kansas",1101713101257302016,"kaso lima isang araw di naman mabigat.<U+0001F60C>"
"66","H1N1_Briel","Heaven",37.0326709,-95.6235557,"Kansas",1101712986291335168,"HAHAHAHA punyeta saya naka connect na ko sa wifi<U+0001F606>"
"67","H1N1_Briel","Heaven",37.0326709,-95.6235557,"Kansas",1101735796183228416,"naalala ko na yung pass ng apple ID ko,nalock naman ngayon<U+0001F60F>"
"68","H1N1_Briel","Heaven",37.0326709,-95.6235557,"Kansas",1102093985915404288,"lakas mang asar in the end siya pa maiinis. haha"
"69","H1N1_Briel","Heaven",37.0326709,-95.6235557,"Kansas",1102160908338384896,"AYAN NA GINEBRA NA!"
"70","H1N1_Briel","Heaven",37.0326709,-95.6235557,"Kansas",1101801738409959424,"bat ako lagi nakikita mo?<U+0001F60F>"
"71","H1N1_Briel","Heaven",37.0326709,-95.6235557,"Kansas",1102177945223782400,"block mo ko tas hanap iba kausap, haha husay"
"72","H1N1_Briel","Heaven",37.0326709,-95.6235557,"Kansas",1101739702766383104,"ansaya siguro kung walang nangingialam eh"
"73","H1N1_Briel","Heaven",37.0326709,-95.6235557,"Kansas",1102192972064382976,"talo na to, bawi nalang ako sa 2k  haha"
"74","H1N1_Briel","Heaven",37.0326709,-95.6235557,"Kansas",1102188509945708544,"may iba ng nagpapasaya ekis ka na Bu haha"
"75","H1N1_Briel","Heaven",37.0326709,-95.6235557,"Kansas",1101114206789595136,"@Jdre08 salamat pre"
"76","H1N1_Briel","Heaven",37.0326709,-95.6235557,"Kansas",1101136235412639744,"sino kaya yun?"
"77","H1N1_Briel","Heaven",37.0326709,-95.6235557,"Kansas",1102224280404713472,"this hurts like hell."
"78","H1N1_Briel","Heaven",37.0326709,-95.6235557,"Kansas",1100773701534986240,"nagkamali ka ng isa yun nalang makikita sayo."
"79","H1N1_Briel","Heaven",37.0326709,-95.6235557,"Kansas",1102164767710437376,"punyeta baho nung bugok na itlog<U+0001F61D>"
"80","H1N1_Briel","Heaven",37.0326709,-95.6235557,"Kansas",1101801443109986304,"hanep ah lahat nalang nakikita sakin ah"
"81","H1N1_Briel","Heaven",37.0326709,-95.6235557,"Kansas",1101117871554387968,"lubayan nyo ko pleaseeeee"
"82","H1N1_Briel","Heaven",37.0326709,-95.6235557,"Kansas",1102195669740077056,"HAHAHAHAHA!"
"83","H1N1_Briel","Heaven",37.0326709,-95.6235557,"Kansas",1102177334042349568,"bawi 2nd half"
"84","H1N1_Briel","Heaven",37.0326709,-95.6235557,"Kansas",1100760555965505536,"@RoelLibunao pa Tulfo mo sir"
"85","H1N1_Briel","Heaven",37.0326709,-95.6235557,"Kansas",1102121415958908928,"pinsan ko naman inabot<U+0001F926><U+0001F3FC><U+200D><U+2642><U+FE0F>"
"86","H1N1_Briel","Heaven",37.0326709,-95.6235557,"Kansas",1102155477398384640,"tinatamad ako mag laba may pasok na bukas haha"
"87","H1N1_Briel","Heaven",37.0326709,-95.6235557,"Kansas",1101033263135522816,"@RoelLibunao sino pa ba di ko napapatawad sir?"
"88","H1N1_Briel","Heaven",37.0326709,-95.6235557,"Kansas",1102177633930895360,"di naman uunlad buhay ko pag mukmok ako ng mukmok eh"
"89","H1N1_Briel","Heaven",37.0326709,-95.6235557,"Kansas",1102157670105014272,"after all binigyan padin ako ng duty haha"
"90","HelenAnn16","Virginia, USA",37.4315734,-78.6568942,"Virginia",1101943115538145280,"CDC: Dangerous flu strain overtakes H1N1 this season https://t.co/X9g2kaNBC3"
"91","HelenBranswell","Boston, MA",42.3600825,-71.0588801,"Massachusetts",1101564518587617280,"3. In most parts of the country, for most parts of this #flu season, H1N1 has been the dominant virus. But H3N2, wh… https://t.co/4mwGygi2Yy"
"92","hoesunsetz","br",36.3003274,-95.62532,"Oklahoma",1100226313288339456,"@pacifycim com medo de massacre??? gnt kkkkk to c medo é do H1N1 msm"
"93","HotpageNews","Boston",42.3600825,-71.0588801,"Massachusetts",1101605202971512832,"CDC: Dangerous flu strain overtakes H1N1 this season ... https://t.co/LsQOwteWtm"
"94","I_M_VeerBhadra","Reality",37.032872,-95.6318183,"Kansas",1102354311164637184,"@sshussain73 @ShekharGupta @mariamsmadness @AmritaNayak3 Pig with H1N1 spotted."
"95","Iamchronicpain","Colorado, USA",39.5500507,-105.7820674,"Colorado",1101763477348253696,"Since the season began in Oct,56 flu-related pediatric deaths have occurred, including8 in the last week alone. Las… https://t.co/OycmYM9NGQ"
"96","IllinoisRx","Illinois, USA",40.6331249,-89.3985283,"Illinois",1101665675494461440,"Girl, 14, is First San Diego County Child to Die From Flu This Season - https://t.co/Xk8FtyC1YD"
"97","improvised__","Richmond, VA",37.5407246,-77.4360481,"Virginia",1101627833036783616,"Do 2000s babies even remember the H1N1 virus"
"98","incestisid","Terra",40.7192036,-74.0065494,"New York",1100842059336962048,"- Por que não foste pra aula?
- H1N1 né broder, tá louco"
"99","InfectDisNews","Thorofare, NJ",39.8422093,-75.1969346,"New Jersey",1100089320122339328,"The flu vaccine has been 47% effective overall this season in the United States, including 46% effective against th… https://t.co/xWMixNCd7x"
"100","INgoatqueen","Oklahoma, USA",35.0077519,-97.092877,"Oklahoma",1102200497765797888,"@OklahomaHoney_ Could be... I’ve never got a flu shot other than when school was giving out the H1N1 shots"
"101","Jdre08","National Capital Region",39.1289725,-77.3783789,"Maryland",1101113978216898560,"makakayanan nyo yan pare @H1N1_Briel"
"102","joannawllck","winterfell",39.9562296,-75.2023233,"Pennsylvania",1100590766781546496,"hoje que descobri que tá tendo surto de h1n1 aqui vários casos inclusive mortes pqp"
"103","lahealthequity","Baton Rouge, LA",30.4514677,-91.1871466,"Louisiana",1101721632274608128,"CDC: Dangerous flu strain overtakes H1N1 this season https://t.co/NWf7ohwcfh via @upi"
"104","Larii_DM","Bra",36.1315261,-95.9650117,"Oklahoma",1101267485016420352,"Eu saindo nos blocos com medo da h1n1 https://t.co/loOGYlWHAF"
"105","Larii_DM","Bra",36.1315261,-95.9650117,"Oklahoma",1101592414156926976,"@anaextranjera Louca no carnaval sim, com h1n1 jamais"
"106","laumiglioli","Gotham",36.1625056,-95.9988423,"Oklahoma",1100370186610319360,"Com a H1n1 a solta eu to é com medo de ir pra bloquinho ou coisas do tipo... e não, não estou lendo materias sensac… https://t.co/UbRcaN1aol"
"107","LauraWi32702281","Washington, USA",47.7510741,-120.7401385,"Washington",1100472311881228288,"Democrats like Jeffries &amp; Torres(sp?) Will say virtually anything to avoid the President doing his job.
They KNOW o… https://t.co/pCfcx4XGpE"
"108","LeavittAlone","NYC",40.7127753,-74.0059728,"New York",1100562386589794304,"@BBolander And if you talk to anyone in epidemic work they’re all it’s not if and when and how H1n1 had a kind of y… https://t.co/FizXMqNOdS"
"109","lifeizcrool","inglewood graveyard.",33.970889,-118.343547,"California",1100707774038720512,"@toohighNESS we need a new plague. new H1N1 or sumn"
"110","LinsJoao85","Terra 2",41.2525048,-95.9458702,"Nebraska",1100480634382778368,"Governo do Amazonas pede antecipação da campanha de vacinação contra H1N1 https://t.co/FD1p6cim2O https://t.co/k5dHA98FWK"
"111","LJLMD","Nashville, TN",36.1626638,-86.7816016,"Tennessee",1101921777620606976,"https://t.co/59QxZ4E0oo"
"112","LocumsInc","Georgia, USA",32.1656221,-82.9000751,"Georgia",1101433164378107904,"Pediatrics Study: LAIV Less Effective Against H1N1 Than Flu Shot https://t.co/IGGhantUeR https://t.co/mtFE1mKbdg"
"113","medicinebyhim","marry",36.7071141,-97.0665246,"Oklahoma",1100575948569759744,"@belrodrigues vou ficar em casa msm pq aq em Manaus o surto de H1N1 tá grande"
"114","MeliszahSez","California City, California",35.125801,-117.9859038,"California",1102311105559322624,"UPI News: CDC: Dangerous flu strain overtakes H1N1 this season.
https://t.co/vZACdCJAp7

via @GoogleNews"
"115","mggrammy","southern Illinois",37.7100209,-89.2225941,"Illinois",1100950864913666048,"Baby Harlynn is very sick.  She is in the Herrin ER getting ready to be transferred by ambulance to Carbondale hosp… https://t.co/URdZulv2Hu"
"116","mikamala","Seattle, WA",47.6062095,-122.3320708,"Washington",1102329555862224896,"As someone who has gotten both H1N1 AND whooping cough, I'm pretty fucking over getting diseases that should have b… https://t.co/S6CKr1SMPe"
"117","MikeThatsWho1","PNW",46.60281,-120.4558567,"Washington",1100264397451124736,"@OsirisEyesAll9 @BobbyM62 @Alyssa_Milano The list...there was a national emergency for H1N1...it never continued or… https://t.co/LX9fy5KGFC"
"118","mitdoc","Roanoke, VA",37.2709704,-79.9414266,"Virginia",1101663483463192576,"Something to think about during this #flu season. #narcolepsy #Nchat https://t.co/SUJL1mTDgt"
"119","MJtaughtYou","Sunshine State <U+2600>",27.6648274,-81.5157535,"Florida",1100170700181127168,"Went to @leaveittodrea over the weekend now I got the H1N1 virus <U+0001F927><U+0001F912>"
"120","MonifaThomas1","Dallas, TX",32.7766642,-96.7969879,"Texas",1102295629101969408,"CDC: Dangerous flu strain overtakes H1N1 this season https://t.co/Da8gLXaLzx via @upi"
"121","morralori","upside down",45.499473,-122.653932,"Oregon",1101233632809836544,"Brasil eu estou devastada por não poder comparecer a nenhum bloco mais eu faria tudo por vcs mas me disseram q nem… https://t.co/vnm74yRoqk"
"122","MzSailiante","Mobile, AL",30.6953657,-88.0398912,"Alabama",1100618208799846400,"@mary4ce My oldest had H1N1 while our middle one was still a newborn- had to send her to her grandmother.

One of t… https://t.co/gDR2eMq5pT"
"123","Newmillz","Las Vegas, NV",36.1699412,-115.1398296,"Nevada",1101736044452548608,"That punch gave his grandkids H1N1 https://t.co/AJhrzxKZeo"
"124","newssummeduphq","San Francisco, CA",37.7749295,-122.4194155,"California",1101460038709735424,"H1N1 cases cross 600-mark in first two months of the year
 https://t.co/NyxCDbhTOx"
"125","olafblnd","na sua",40.706877,-74.0112654,"New York",1101521536236822528,"@musoverao @Celioau e vcs que são do Amazonas cuidado com o surto de H1N1"
"126","olafblnd","na sua",40.706877,-74.0112654,"New York",1101453340393852928,"Puta merda surto de H1N1 justo no carnaval e pior que vai ter tbm surto de febre amarela"
"127","pacifycim","LOX ",42.054084,-73.956754,"New York",1100137909703856128,"GNT E ESSE SURTO DE H1N1"
"128","pediacast","Nationwide Children's Hospital",39.953127,-82.979489,"Ohio",1100188718202322944,"“At the start of the flu season, the predominant strain was influenza A H1N1, but now a more severe strain, influen… https://t.co/WgZHO5Ookh"
"129","peixinh_o","Winterfell",39.9562296,-75.2023233,"Pennsylvania",1100870853917593600,"Até queria tomar vacina h1n1, porém não quero arriscar"
"130","percyw4it","Camp Half-Blood",33.9431463,-84.2152691,"Georgia",1100121151727120384,"seria ruim demais querer estar com h1n1 pra eu morrer logo??"
"131","phgl","Strawberry Fields",40.7757506,-73.9752147,"New York",1102326298750394368,"@itszanyman H1N1 ein"
"132","poandpo","World",36.7491737,-95.972262,"Oklahoma",1101946795322736640,"H1N1 death toll reaches 17 in Georgia https://t.co/zIVgAyi56k #health #people #medicine #patients #doctors… https://t.co/pg3SCptGGO"
"133","poandpo","World",36.7491737,-95.972262,"Oklahoma",1101742949363265536,"H1N1 death toll reaches 17 in Georgia https://t.co/zIVgAyi56k #health #people #medicine #patients #doctors… https://t.co/YlUJfvYtFg"
"134","poandpo","World",36.7491737,-95.972262,"Oklahoma",1100806784418226176,"H1N1 death toll reaches 17 in Georgia https://t.co/zIVgAyi56k #health #people #medicine #patients #doctors… https://t.co/YAZspeUuAl"
"135","PoetryAlive","Asheville, NC",35.5950581,-82.5514869,"North Carolina",1101984169691893760,"CDC: Dangerous flu strain overtakes H1N1 this season https://t.co/kl9klLPNXZ"
"136","PoncaWarrior","Winfield, KS",37.2397486,-96.9955918,"Kansas",1100736584591249408,"@realDonaldTrump In January of this year, the WHO insisted  it was not unduly influenced by drug companies to exagg… https://t.co/hDCnKAt9pX"
"137","PoncaWarrior","Winfield, KS",37.2397486,-96.9955918,"Kansas",1100735755364827136,"@realDonaldTrump Moshe had called into a radio talk show and said he wanted to supply  evidence regarding tainted H… https://t.co/GCe1Xz4TnU"
"138","PoncaWarrior","Winfield, KS",37.2397486,-96.9955918,"Kansas",1100736125621231616,"@IngrahamAngle In  late  October of 2009, Ukraine was hit by an especially  aggressive and   virulent form of hemor… https://t.co/udwPme4qun"
"139","PoncaWarrior","Winfield, KS",37.2397486,-96.9955918,"Kansas",1100736006272311296,"@IngrahamAngle Moshe had called into a radio talk show and said he wanted to supply  evidence regarding tainted H1N… https://t.co/mX64RwdOOi"
"140","PoncaWarrior","Winfield, KS",37.2397486,-96.9955918,"Kansas",1100736721506000000,"@IngrahamAngle In January of this year, the WHO insisted  it was not unduly influenced by drug companies to exagger… https://t.co/TT1SVrYaAo"
"141","ProMED_PORT","mundial",34.1465266,-118.0008281,"California",1100891192139632640,"PRO/PORT&gt; Influenza - Brasil (02) (AM), H1N1, novos óbitos confirmados https://t.co/TU5qV3Nkn5"
"142","QuantumRebirth","digital nomad",33.5661227,-84.5846142,"Georgia",1100175358442250240,"Na, H1N1/09 legyozve! Van még egy kis orrdugulás a szórakozás kedvéért, de ennyi. Most egy darabig, nem akarok új v… https://t.co/JSDBi1BSVd"
"143","ReginaPhelps","San Francisco, CA",37.7749295,-122.4194155,"California",1101984567869632512,"Curious about this flu season? We are in week #8 and Influenza activity remains elevated in the United States. Infl… https://t.co/9wAZr0WTAy"
"144","riotmore_","br",36.3003274,-95.62532,"Oklahoma",1101155202323890176,"ta tendo surto de h1n1 aqui na cidade é? Puts..."
"145","Robin_Fussell","Huntsville, AL",34.7303688,-86.5861037,"Alabama",1100123318647226368,"@SantiagoPazM @gorskon All cherry picked data in her book.  Mortality sans morbidity showing a steep drop,  ignorin… https://t.co/mWt2IctvDe"
"146","Robin_Fussell","Huntsville, AL",34.7303688,-86.5861037,"Alabama",1100122811673251840,"@SantiagoPazM @gorskon Unfortunately there's a lot of it.I was doing my usual tirade against an antivax post in my… https://t.co/UIevgzKwtb"
"147","Ryan_Mac_Phd","Chapel Hill, NC",35.9131996,-79.0558445,"North Carolina",1101875877300891648,"For week ending in Feb 23, #Flu activity in the U.S. remained elevated. Most of cases were influenza-A, strains H3N… https://t.co/DegEjdh0tb"
"148","SeanGotGjally","hell",42.43472,-83.985,"Michigan",1100577966810112000,"@JustPyroNow I had H1n1 when I was 6 and would’ve died from starvation had my puking not stopped"
"149","shanentice","raj",37.1281873,-94.4789595,"Missouri",1101479022804983808,"@Ckleingklein @H1N1_Briel @jnkylbrndnflrs YOWN!!!!"
"150","shanentice","raj",37.1281873,-94.4789595,"Missouri",1101480488051437568,"@jnkylbrndnflrs @H1N1_Briel @Ckleingklein Sundo na po hehehe"
"151","shanentice","raj",37.1281873,-94.4789595,"Missouri",1101474102903156736,"@H1N1_Briel Ngayon? Hahahaha"
"152","shanentice","raj",37.1281873,-94.4789595,"Missouri",1101472811695071232,"@H1N1_Briel ???"
"153","shanentice","raj",37.1281873,-94.4789595,"Missouri",1101479842703241216,"@jnkylbrndnflrs @H1N1_Briel @Ckleingklein Pakisundo po ako mga kuya"
"154","shanentice","raj",37.1281873,-94.4789595,"Missouri",1101473642003623936,"@H1N1_Briel OO TAGAL NA!!! IKAW NGA NAKALIMOT NAGKAJOWA LANG"
