"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"594","@akatsuki_zeruku <U+51B7><U+5974><U+306F><U+97D3><U+56FD><U+306B><U+3082><U+4F3C><U+305F><U+3082><U+306E><U+304C><U+3042><U+308B><U+304C>,<U+5C11><U+3057><U+306F><U+9055><U+3046><U+5473><U+306E><U+3088><U+3046><U+3060><U+3002> <U+6750><U+6599><U+306F><U+3042><U+308B><U+304B><U+3089><U+6311><U+6226><U+3057><U+307E><U+3059>!  ( •`<U+1107>• ´)<U+FEED><U+2727>
<U+6559><U+3048><U+3066><U+304F><U+308C><U+3066><U+3042><U+308A><U+304C><U+3068><U+3046>!",FALSE,0,"akatsuki_zeruku","1551135184",FALSE,"1100153069923270656","1100166818503655424","175538348","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Vaccine_Rie",0,FALSE,FALSE,NA,NA
"595","Themis Bioscience Receives FDA Fast Track Designation for #Chikungunya Vaccine Candidate https://t.co/op26jbyUV8",FALSE,0,NA,"1551135181",FALSE,NA,"1100166808366133248",NA,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","infdisease_news",0,FALSE,FALSE,NA,NA
"596","The Un-elected bureaucracy is coming for your Health
FDA says it may force nationwide vaccines of all children, ess… https://t.co/k1T9ihUpBn",FALSE,0,NA,"1551135180",TRUE,NA,"1100166802443829248",NA,"<a href=""https://gab.ai"" rel=""nofollow"">Gab.ai</a>","rawhide1776",0,FALSE,FALSE,NA,NA
"597","And what’s Public Health’s response to Corvelva’s findings? 1)They’re trying to revoke all vaccine exemptions &amp; man… https://t.co/8sraNh8VAk",FALSE,9,NA,"1551135113",TRUE,NA,"1100166519739187200",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","LaLaRueFrench75",5,FALSE,FALSE,NA,NA
"598","Washington lawmakers move to remove vaccine exemptions amid growing measles outbreak  https://t.co/POdGvhzL9U",FALSE,0,NA,"1551135086",FALSE,NA,"1100166410284740608",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","BillingBlues",0,FALSE,FALSE,NA,NA
"599","Vaccine scepticism grows in line with rise of populism - study https://t.co/ZEyFqUdVyz",FALSE,1,NA,"1551135066",FALSE,NA,"1100166326394540032",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","CongorN",0,FALSE,FALSE,NA,NA
"600","According to the ministry, vaccination for toddlers aged nine months and above is only at 89 per cent. The ministry… https://t.co/YN9HHthLxg",FALSE,5,NA,"1551135066",TRUE,NA,"1100166323496046592",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SiungNara",5,FALSE,FALSE,NA,NA
"601","Local researchers are working on a vaccine that could prevent the common cold. What it is and when it could hit the… https://t.co/zuO6MPPcIJ",FALSE,1,NA,"1551135045",TRUE,NA,"1100166237731078144",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","WPXI",0,FALSE,FALSE,NA,NA
"602","@Kattavernd Facebook to get tougher on anti-vaxers New approaches wouldn't take vaccine misi  https://t.co/dnDGpzLCTr",FALSE,0,"Kattavernd","1551135022",FALSE,NA,"1100166140733476864","945173707848372224","<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>","MissingPetsMX",0,FALSE,FALSE,NA,NA
"603","@CDCgov @USAFacts Please advise, how do they know how many incidents were prevented?  Many who don't get s vaccine never get the flu either.",FALSE,2,"CDCgov","1551135016",FALSE,"1098615081955479552","1100166112766029824","146569971","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","barracudalover",1,FALSE,FALSE,NA,NA
"604","Disturbing... But not surprising. Vaccine scepticism grows in line with rise of populism - study

https://t.co/1mxPOBYAjN",FALSE,0,NA,"1551135013",FALSE,NA,"1100166102993330176",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","chloharries",0,FALSE,FALSE,NA,NA
