"","screenName","location","latitude","longitude"
"112","natalieefh","tx ",31.9685988,-99.9018131
"113","victoriiuh_","New York",40.7127753,-74.0059728
"114","Too_Sadiddy","Pensacola Fl ",30.421309,-87.2169149
"115","okkjumana","london",51.5073509,-0.1277583
"116","j4thehofit","Beverly, MA",42.5584283,-70.880049
"117","_jockkers","Stratford, London",51.5501741,-0.003371
"120","ahsheadache","Mount Royal, NJ",39.8099873,-75.2117904
"122","canicuIa","li | they/she | <U+0001F1FA><U+0001F1F8><U+2192><U+0001F1EF><U+0001F1F5>",40.789142,-73.134961
"123","KatileeTuron","New York, USA",40.7127753,-74.0059728
"124","JolinarSG1","Nottingham ",52.9547832,-1.1581086
"125","known_as_kelly","Tampa, FL",27.950575,-82.4571776
"126","Vayaa04","Wilmington Manor, DE",39.6867795,-75.5843694
"128","alvarez_jenni12","Salem, OR",44.9428975,-123.0350963
"129","yoshiyukisuzuk8","<U+6771><U+4EAC><U+90FD><U+8DB3><U+7ACB><U+533A>",35.7756644,139.8044788
"130","Kbarge60","New York, USA",40.7127753,-74.0059728
"131","WMercia21258","Great Malvern, England",52.1116462,-2.32607
"134","juhmiecake","The Centre of Excellence",45.4103766,-75.6385156
"135","cat_asstrophe","queer city, houston",29.7480122,-95.3895175
"137","IamManlikeDaddy","Ilorin, Nigeria",8.4798786,4.5418141
"138","_egii_","Brooklyn Bred*",40.6781784,-73.9441579
"139","Assil_x","Baheri ",28.7780401,79.4956974
"140","xooropa","Earth",37.2321077,-95.7243335
"142","Chewyah_","Maryland, USA",39.0457549,-76.6412712
"144","liprap","Outside NW H-town",29.844659,-95.501748
"145","MeltyFishSticks","West Jordan, UT",40.6096698,-111.9391031
"147","Ralotaibiii","Barcelona",41.3850639,2.1734035
"148","_itsMorganG","VA",36.103255,-95.8716018
"149","U_estelle","Lagos, Nigeria",6.5243793,3.3792057
"150","missmindylouwho","Denver, CO",39.7392358,-104.990251
"153","_cartreal","Tally/MS",31.9798472,-89.2855615
"154","BethR_27516","North Carolina,  USA",35.7595731,-79.0192997
"158","_blnmaryx","Pangasinan",15.8949055,120.2863183
"159","perezlpaola","Arizona, USA",34.0489281,-111.0937311
"160","G12Warped","Pittsburg, TX",32.9954021,-94.9657688
"161","templarian","Chicago, IL",41.8781136,-87.6297982
"162","alancarawan","The Happy Hunting Grounds",39.7698412,-120.6197372
"163","douxorage","stress",37.5417441,-94.7125767
"164","jalexx07","Costa Mesa, CA",33.6412156,-117.9188221
"165","ace_remus","Michigan, USA",44.3148443,-85.6023643
"167","PengBoizArmani","Top Of The World!*",36.1473882,-115.1558325
"168","kombi4real","Gombe, Nigeria",10.279142,11.1730615
"169","BEE_Modee","Southfield, MI",42.4733688,-83.2218731
"171","HotlantaF30","Des Moines, WA",47.4017661,-122.3242901
"172","onlyDyouneed","California, USA",36.778261,-119.4179324
"173","Ellexconnor","Manchester, England",53.4807593,-2.2426305
"175","connorfergo02","Birkenhead, England",53.389991,-3.023009
"176","hanginnnn","subic ilaya, agoncillo",13.968714,120.9388678
"177","JMorantensen","Toledo, OH",41.6528052,-83.5378674
"178","blancasantanaa","Philly",39.9525839,-75.1652215
"179","tallygonzalez15","Georgia, USA",32.1656221,-82.9000751
"180","Mpesce68","Delaware",38.9108325,-75.5276699
"182","auntieentropy","New England",43.9653889,-70.8226541
"183","BrazyBry","Orlando, FL",28.5383355,-81.3792365
"184","ginger621853","GeorgiaMurry Co.U. S. A .",34.7928029,-84.7315563
"185","YPvisual","Boston, MA",42.3600825,-71.0588801
"186","Samajaani","North Carolina, USA",35.7595731,-79.0192997
"187","DjHeadacheHD","NYC, INT'L ",40.7638838,-73.9893426
"189","Lollardfish","Twin Cities",44.9374831,-93.2009998
"190","jcteaman","Des Moines,  IA",41.5868353,-93.6249593
"191","AwhHellNaw","Southeast Arkansas",34.2097705,-92.0266302
"193","Sammy_shv","REV",37.7901883,-122.4038935
"194","WESTBROOK_","VA<U+2708><U+FE0F>TX",37.4315734,-78.6568942
"197","WKYT","Lexington, KY",38.0405837,-84.5037164
"198","Segun_temi","Pensacola, FL",30.421309,-87.2169149
"199","annelieseriosss","Las Vegas, NV",36.1699412,-115.1398296
"201","ccmedotcom_","Mississippi ",32.3546679,-89.3985283
"202","shaleengayle","u of w",49.8916123,-97.1534595
"203","XanaduMusings","Virginia, USA",37.4315734,-78.6568942
"204","as_a_deer","California, USA",36.778261,-119.4179324
"207","you_so_funnie","Boston, MA <U+2728> ||| Temple '19 <U+0001F352>",42.3552172,-71.0624748
"208","whoaitssarahh","New Jersey, USA",40.0583238,-74.4056612
"211","joshuarayflores","Donna, TX/ Austin, Tx",30.2766563,-97.7404199
"212","LikeVenomForU","New York, USA",40.7127753,-74.0059728
"213","cherylgovan","Yorkshire",42.5300624,-78.4727976
"215","uhhthinn","gw:120",35.415901,-80.604649
"216","Mel4Jin","Ozamis City, Northern Mindanao",8.162411,123.7741195
"217","yoongitrbll","Switzerland",46.818188,8.227512
"219","miss_tee66","Sandton, South Africa",-26.1075663,28.0567007
"220","shmugsey_","San Antonio, TX",29.4241219,-98.4936282
"221","Viviamazin","Dallas, TX",32.7766642,-96.7969879
"222","maelledjg","Washington, DC",38.9071923,-77.0368707
"224","Draggg_","Green Bay, WI",44.5133188,-88.0132958
"225","Clownboss","Belgrade, Serbia",44.786568,20.4489216
"227","MarcyRmrz","Tucson, AZ",32.2226066,-110.9747108
"228","Smiling_Puss23","Saint Lucia",13.909444,-60.978893
"230","Tinypopple","Stafford, England",52.806693,-2.12066
"231","CoachBPeters","Norman, OK",35.2225668,-97.4394777
"232","__steeephsager","Perth County",43.518746,-81.0754657
"235","2fronttweets","Toronto, Ontario",43.653226,-79.3831843
"236","glaarfff","Marinaria",33.0278677,-96.7110398
"237","DarrenRosengar1","Norwalk, CT",41.117744,-73.4081575
"238","AlinaIBadescu","Manchester, England",53.4807593,-2.2426305
"239","arwenwhite","UK",55.378051,-3.435973
"241","jsarai__","Columbus, OH",39.9611755,-82.9987942
"242","Michele99649815","North Carolina, USA",35.7595731,-79.0192997
"244","NU055NL","Netherlands",52.132633,5.291266
"246","Cody060","Grand Rapids",42.9633599,-85.6680863
"247","78Grams","Home",37.0457815,-95.6715121
"248","wtf_luffy","Los Angeles, California ",34.0522342,-118.2436849
"249","DuSchmuTzz","München",48.1351253,11.5819805
"250","valeriexmichele","California, USA",36.778261,-119.4179324
"251","moodypingu","Adelaide, South Australia",-34.9284989,138.6007456
"252","robtemery","SoCal, Israel & MX",34.9592083,-116.419389
"258","ToastystToaster","Illinois, USA",40.6331249,-89.3985283
"262","MissssMills","   Texas",31.9685988,-99.9018131
"263","gaelicgailgay","ksp",37.3808702,-93.953136
"265","Okami10k"," HOUSE OF GREGORY ",39.9518651,-75.202423
"266","jamsfranca","flavortown",34.1500774,-84.8259353
"267","christianjlab","Sydney, New South Wales",-33.8688197,151.2092955
"268","NUELKlNG","Worldwide ",36.249758,-95.266826
"270","morgan_tassin","Deville, LA",31.3533863,-92.1499356
"271","VirginSexPet","Dry Rot Butte, AZ",46.0038232,-112.5347775
"272","casadytayler","bellevue, oh",41.2736647,-82.8415763
"273","demarpoindexter","Kentucky, USA",37.8393332,-84.2700179
"274","smashness513","Portland, OR",45.5122308,-122.6587185
"275","Lacey_World","In your dreams.",34.1945158,-84.3066722
"276","oopsmygrayson","Poland",51.919438,19.145136
"277","Tedss_","Orlando, FL",28.5383355,-81.3792365
"278","davidtrishaaaa","Bagac, Central Luzon",14.5892275,120.4127161
"280","Jxnes__","HappyVille",22.6255661,88.4908822
"281","palaciosk1m","California, USA",36.778261,-119.4179324
"282","karrot250","Mission, TX",26.2159066,-98.3252932
"283","serenaxbr","outer space ",41.3535161,-72.9254428
"286","ausdisltd","Sydney, Australia",-33.8688197,151.2092955
"288","hinx","Wilmington, DE",39.744655,-75.5483909
"289","WillTheRappture","Houston, TX",29.7604267,-95.3698028
"290","xxAnomaly","The Bahamas",25.03428,-77.39628
"291","615Hockey","Tennessee, USA",35.5174913,-86.5804473
"292","iam_horlumighty","With God",42.90473,-78.737804
"293","SexyMadamz","Iraq",33.223191,43.679291
"294","_brookeyfbaby","O<U+02BB>ahualua, Hawai<U+02BB>i",19.8967662,-155.5827818
"295","traceExcalibur","Calgary, Alberta",51.0486151,-114.0708459
"296","crossover_fan","Edinburg, TX",26.3017374,-98.1633432
"297","TheKhlimax","Lagos, Nigeria",6.5243793,3.3792057
"298","jvillegasUT","Springfield, IL",39.7817213,-89.6501481
"299","KateMaarij","Cotabato City, Soccsksargen",7.2046668,124.2310439
"300","BeatriceSAL","London",51.5073509,-0.1277583
"301","eliza_beth1615","Indianapolis, IN",39.768403,-86.158068
"302","GeanSamantha","Harrisburg, IL",37.7383812,-88.540607
"303","lulkaee","District of Columbia, USA",38.9071923,-77.0368707
"304","LostPrediction","North Carolina, USA",35.7595731,-79.0192997
"306","resplendentlake","the milky way",34.0550364,-118.3903292
"307","gxriveraa","1980's",46.1914006,-122.1955508
"308","caitlin_script","Scotland",56.4906712,-4.2026458
"310","novemberhaiku","Lovettsville, VA",39.2726017,-77.636657
"311","HillaTweets","The Great State Of, Texas",31.9685988,-99.9018131
"313","MeeshUniVerSoul","Newark, NJ",40.735657,-74.1723667
"314","devconcepxion","Cebu City",10.3156992,123.8854366
"315","DavrielleG","MD • NY",40.7636668,-73.9709945
"316","king_henz","Lagos",6.5243793,3.3792057
"317","BetsyK1014","Brimfield, OH",41.106366,-81.3509416
"318","hellogoogirl","Maunawili, Hawaii",21.3727778,-157.7705556
"321","Raghadjh22","<U+062C><U+062F><U+0629>, <U+0627><U+0644><U+0645><U+0645><U+0644><U+0643><U+0629> <U+0627><U+0644><U+0639><U+0631><U+0628><U+064A><U+0629> <U+0627><U+0644><U+0633><U+0639><U+0648><U+062F><U+064A><U+0629>",21.485811,39.1925048
"322","velocirocketsoc","Canada",56.130366,-106.346771
"323","TinaTheLardFN","Charlotte, NC",35.2270869,-80.8431267
"324","Ondrayaaa","Jonesboro",35.8422967,-90.704279
"325","InKellzWeTrust","Racine , Wisconsin",42.7261309,-87.7828523
"326","MohAdwani","Miami, FL",25.7616798,-80.1917902
"327","enistico","Adelaide, South Australia",-34.9284989,138.6007456
"328","bibiilomo","Nigeria",9.081999,8.675277
"329","xrusptr","Manaoag, Pangasinan",16.0506178,120.4933624
"330","IceBlue102","Irvine",33.6845673,-117.8265049
"331","_hahajer","Abu Dhabi, United Arab Emirates",24.453884,54.3773438
"332","amyncrookton_","Toledo, OH",41.6528052,-83.5378674
"333","wifiw0man","Manchester, England",53.4807593,-2.2426305
"334","Kasejohnson14","Sandusky, OH",41.4561754,-82.7116821
"335","MChereese_","NOLA<U+269C><U+FE0F><U+0001F5A4><U+0001F49B>",29.9510658,-90.0715323
"336","IndieBombDotCom","New York, USA",40.7127753,-74.0059728
"338","yvespops","pops",35.658277,-97.33548
"339","CarlystraA","Trinidad and Tobago <U+0001F1F9><U+0001F1F9>",10.691803,-61.222503
"340","HelloCVH","next to the snacks",36.3424366,-94.2096386
"341","iam_shaunj","Cape Town, South Africa",-33.9248685,18.4240553
"342","MarcoAnimeYT","Grand Line",36.2188877,-115.2082377
"343","Loftio","Nottingham, England",52.9547832,-1.1581086
"344","mkhaaalid","Jeddah, Kingdom of Saudi Arabia",21.485811,39.1925048
"345","ThainaaaaaS","United Kingdom",55.378051,-3.435973
"346","jonhotspur88","London, England",51.5073509,-0.1277583
"347","Sammy_Socialite","Atlanta, GA",33.7489954,-84.3879824
"350","pup_hime","Poland",51.919438,19.145136
"351","mxrzi_","Singapore",1.352083,103.819836
"352","glibly_jjb","Nashville, TN",36.1626638,-86.7816016
"353","sonyeonsana","yana",27.9423719,-82.486229
"354","Nataliaa_r98","Perris, CA",33.7825194,-117.2286478
"355","Aluminemsiren","Arlington, TX",32.735687,-97.1080656
"356","katie_deserto","New York, USA",40.7127753,-74.0059728
"357","Ratmanners","Spokane, WA",47.6587802,-117.4260465
"358","quinncy","Los Angeles",34.0522342,-118.2436849
"359","ACh3rry","KSU",34.0380784,-84.5815717
"362","baybeeteejayx03","T X <U+21A0> C O.",31.9685988,-99.9018131
"363","baileyruedisale","Lansing, MI",42.732535,-84.5555347
"364","snakeyseaveyy","Hogwarts aka Australia",-25.274398,133.775136
"366","Cjsmithcassidy2","Maryland, USA",39.0457549,-76.6412712
"367","oblazin","Nigeria, banana island",6.466667,3.45
"368","RedTheCatsDiary","California, USA",36.778261,-119.4179324
"369","BreakofDMG","Atlanta, GA",33.7489954,-84.3879824
"372","iam_itarex","calabar, ",4.9757165,8.3417006
"373","SayfullahY","Katsina Nigeria",12.9815608,7.6222665
"374","tjscott99","Belfast",54.597285,-5.93012
"375","UNDRSCORE87_FGC","Chicago, IL",41.8781136,-87.6297982
"376","kinggouch1k","ATLANTA GA ",33.7489954,-84.3879824
"377","rafalhill","New England, USA",43.9653889,-70.8226541
"378","jxckie14","San Antonio, TX",29.4241219,-98.4936282
"379","BroddickChiro","Ayr, Ontario",43.2854723,-80.4507835
"380","queencarii","UNCG",36.0689296,-79.8101975
"381","jalon502","Louisvlle, Louisville",38.2526647,-85.7584557
"382","TobyBaratta","Seattle, WA",47.6062095,-122.3320708
"383","SheCallsMeKing","Charlotte/Concord",35.4087517,-80.579511
"384","yeaitsmisty","Dallas, TX",32.7766642,-96.7969879
"385","FMCosmeticsEK","Glasgow",55.864237,-4.251806
"386","sigh_johnnax0","217",36.7499635,-95.967834
"388","TropicalJazzz","Houston, TX",29.7604267,-95.3698028
"390","gone4good567","World ",36.7491737,-95.972262
"392","GammPop","New Jersey, USA",40.0583238,-74.4056612
"393","Am_EmmD","Port Harcourt, Nigeria",4.815554,7.0498442
"395","LoveelyVivi_","Oxnard, CA",34.1975048,-119.1770516
"397","Ovaise_Baloch","Pakistan",30.375321,69.345116
"398","ANDREASPOHLMAN3","Clearwater, FL",27.9658533,-82.8001026
"399","Alxx_M","San Antonio",29.4241219,-98.4936282
"400","pagano_joe","Bayonne NJ<U+2708><U+FE0F>Tampa FL",40.6687141,-74.1143091
"401","andisoflyy","Wis<U+2708><U+FE0F>NY<U+2708><U+FE0F>OK",43.7844397,-88.7878678
"402","nicholasbryan25","Chicago, IL",41.8781136,-87.6297982
"403","yourdeadgotcha","Your cemetery",36.7281566,-95.9305448
"404","emilycables","Miami, FL",25.7616798,-80.1917902
"408","Almighty_aron","Washington, DC",38.9071923,-77.0368707
"409","DragonEmbers","Hell ",42.43472,-83.985
"410","BaileyTheKid","Greenwood, WI",44.7702406,-90.5993076
"412","g_jasemine","Bakersfield, CA",35.3732921,-119.0187125
"414","KawanaKerberos","Brazil",-14.235004,-51.92528
"415","victooriaaac","Houston, TX",29.7604267,-95.3698028
"416","CindyHarvard","Russia",61.52401,105.318756
"417","SuzanneSuchan","Orchard Park, NY",42.7675323,-78.7440921
"418","K0ALAF13D","Vancouver, WA",45.6272259,-122.6727305
"419","_melxc","LB x SD <U+0001F334>",43.9695148,-99.9018131
"420","Abdoolmaleeq","Abuja, Nigeria",9.0764785,7.398574
"422","throat_goat","Canada",56.130366,-106.346771
"423","jongho_9","tula <U+2665><U+203F><U+2665> d-14 till ateez atl",33.7489954,-84.3879824
"424","grownwyou","ohio <U+03A8>",40.4172871,-82.907123
"426","1Freebandyonna","GA",32.1656221,-82.9000751
"427","izsoloilooklike","Pittsburgh",40.4406248,-79.9958864
"432","Wassy_Cassy","Atascosa, Texas ",29.2648341,-98.7348026
"433","JonathanTripp21","In The Valley of Tripp",39.2046283,-121.0660719
"434","MisfitLeBeau","Louisiana",30.9842977,-91.9623327
"435","biforashley","Charlotte, NC",35.2270869,-80.8431267
"437","theonce001","Lagos, Nigeria",6.5243793,3.3792057
"438","BluSimba_","Cleveland, OH",41.49932,-81.6943605
"439","Bosstress23","Louisiana<U+2764><U+FE0F>",30.9842977,-91.9623327
"440","calixoxo___","Phoenix, AZ",33.4483771,-112.0740373
"441","stachbuakr","Florida, USA",27.6648274,-81.5157535
"442","apooky35","Alpine, TX",30.3584919,-103.6610115
"444","camimsy","MNL",14.5122739,121.016508
"446","Liam_ytfc","Somerset la la la ",51.105097,-2.9262307
"448","KallistaM1997","Michigan, USA",44.3148443,-85.6023643
"449","spinmynips","Bay Area",37.8271784,-122.2913078
"451","chvpo","Indy",39.768403,-86.158068
"452","ngeloyyyy","Bicol Region,Naga City ",13.6217753,123.1948238
"453","megbennington","Nashville, TN",36.1626638,-86.7816016
"454","ballanature19","above the law",42.0159589,-87.6676419
"455","makabitch","GU // Port Orchard, WA",47.5403732,-122.6362492
"456","urfuneralbae","New York, USA",40.7127753,-74.0059728
"457","hoosiemommy27","Indiana, USA",40.2671941,-86.1349019
"458","lyricall_15","Albany ga",31.5785074,-84.155741
"459","DentalOfficeNYC","New York, NY",40.7127753,-74.0059728
"460","ThatGurlSic","Manila City, National Capital ",14.5995124,120.9842195
"461","MillerKazzuhira","Trinidad and Tobago",10.691803,-61.222503
"462","BlakeMadison_","Atlanta, GA",33.7489954,-84.3879824
"463","Just_Quitta","Charlotte, NC",35.2270869,-80.8431267
"464","TMD_Love","Florida, USA",27.6648274,-81.5157535
"465","therealAGIRI","Lagos, Nigeria",6.5243793,3.3792057
"466","TandyToaster","from pillar to post",37.0621328,-93.2224093
"467","skyking1975","bedrock,ma. 02740",41.6381659,-70.9368469
"469","TNMelissa","Tennessee",35.5174913,-86.5804473
"470","YungBunnyLu","South East",37.0358272,-95.6276367
"472","HajarD_","Kuwait & Wales",29.31166,47.481766
"473","_JorDyyy_","NOLA",29.9510658,-90.0715323
"475","Dazardz7","London, UK",51.5073509,-0.1277583
"478","_barbiegirl11_","Michigan, USA",44.3148443,-85.6023643
"479","mugeca","Canadia",40.7534496,-73.9893388
"480","emmanueldvargas","God's hands",43.8574385,-79.3246154
"481","nickysltx","Houston TX",29.7604267,-95.3698028
"482","billymocolorado","Englewood, CO",39.6477653,-104.9877597
"484","SwipeSwift","Distrito Federal, México",19.4326077,-99.133208
"485","desabae_","inside",36.292268,-95.842016
"486","shanerice","Milton, FL",30.6324149,-87.0396881
"488","guineung","Canada",56.130366,-106.346771
"489","TheSecondMario","Duncanville, TX",32.6518004,-96.9083366
"490","PoppyPlayGround","Canada",56.130366,-106.346771
"491","_YasmineMickal","Tennessee, USA",35.5174913,-86.5804473
"492","_inkyytee","301",37.2256801,-95.706922
"493","_HelloJenny","Palmdale",34.5794343,-118.1164613
"494","meghanplustwo","New York",40.7127753,-74.0059728
"496","OneReese_","4th Ward",29.7579028,-95.3808683
"497","MeKiRoMoHamm","CALIFORNIA or A NICE BEACH!!!",34.0393629,-118.8757839
"499","leledaboss_","Michigan, USA",44.3148443,-85.6023643
"502","123RMAGA1","N. Dallas 'Burbs",32.9620968,-96.7863844
"504","arejaypeejay","Port Arthur, TX ",29.8849504,-93.939947
"505","nycholmboy074","Coconut Creek, FL",26.2517482,-80.1789351
"506","MelroseAve_","Colorado Springs, CO",38.8338816,-104.8213634
"507","alexparkmall","Texas, USA",31.9685988,-99.9018131
"508","own_headache","<U+0421><U+0430><U+043D><U+043A><U+0442>-<U+041F><U+0435><U+0442><U+0435><U+0440><U+0431><U+0443><U+0440><U+0433>, <U+0420><U+043E><U+0441><U+0441><U+0438><U+044F>",59.9342802,30.3350986
"511","_erinmichelle__","843",32.9170585,-80.0285598
"512","rygbxns","El Paso, TX",31.7618778,-106.4850217
"513","66x_2","Kuwait",29.31166,47.481766
"514","BeAutyFulSavag3","Inglewood, CA",33.9616801,-118.3531311
"515","NVTIVbass","Colorado, USA",39.5500507,-105.7820674
"518","kennyya94","Sacramento, CA",38.5815719,-121.4943996
"520","tauxian","California, USA",36.778261,-119.4179324
"521","TopherHarding","Texas State University",29.888411,-97.938351
"522","_Jdugg","Prince George, VA",37.1593052,-77.2405153
"523","xcookieofgrande","NM USA | see ariana on 7-11-19",34.5199402,-105.8700901
"524","Mollyrocket1","Nyc",40.7127753,-74.0059728
"525","creepydollchick","in your closet",35.4782531,-97.3703058
"526","niehaiii","Marawi City,",8.0106213,124.297718
"527","SamHenken","Brooklyn, NY",40.6781784,-73.9441579
"528","reganjasmine","Pontypool, Wales",51.700369,-3.045268
"530","AlfredTagalized","Rizal, Calabarzon",14.6037446,121.3084088
"531","laralens_","north london ",51.5073509,-0.1277583
"535","yoloveer","Michoacán, México",19.5665192,-101.7068294
"537","JFD1960","Swansea, Wales",51.62144,-3.943646
"538","myartmyworld","in music, writing, & art world",42.3466964,-71.0870951
"540","katie_mayyy_","Arizona, USA",34.0489281,-111.0937311
"542","xoxfbjunkiexox","Alberta, Canada",53.9332706,-116.5765035
"543","alysiaXXj","Cali",3.4516467,-76.5319854
"544","m1i1m","München, Bayern",48.1351253,11.5819805
"545","DanosaurRawr_","Argentina",-38.416097,-63.616672
"546","Ambrosiarose1","Universal",28.4538786,-81.4644812
"547","TessaVikander","Vancouver, British Columbia",49.2827291,-123.1207375
"548","hellwithboredom","Portugal//UK",51.4993885,-0.1552444
"549","yesi_tweets","San Diego, CA",32.715738,-117.1610838
"550","RachelLSBall","Aberdeen, Scotland",57.149717,-2.094278
"551","sarahmalatani","London, England",51.5073509,-0.1277583
"553","CandiMathis","Music City, USA",36.1626638,-86.7816016
"554","LeslieBall29","Halifax, NS",44.6487635,-63.5752387
"555","LittleSugaCube_","Scotland, United Kingdom",56.4906712,-4.2026458
"556","darklulvibee","chicago <U+0001F923>!",41.8781136,-87.6297982
"557","whitneythomass","Kentucky, USA ",37.8393332,-84.2700179
"559","katiidoll","Rutgers U",40.5008186,-74.4473991
"561","Lonibob","England.The North West bit.",52.3555177,-1.1743197
"562","MrBoominSolo","the set.",36.032327,-86.79892
"565","RazzYoga","Phoenix, MD",39.51291,-76.6074575
"566","GollesSierra","•|i|• Ø i+! ].[",40.1019523,-88.2271615
"568","NDGPatil","Bhusawal, India",21.0455204,75.8010962
"569","AutumnWyvermn","Sunrise, FL",26.1669711,-80.256595
"570","WaywardPlane","Titusville, FL",28.6122187,-80.8075537
"571","azwitasari","Pride Rock",32.804048,-96.169901
"572","b_mcnett","Bremerton, WA",47.5650067,-122.6269768
"574","josevic65","Alabama",32.3182314,-86.902298
"575","RichardIlderton","Monkseaton, Tyne & Wear",55.042057,-1.460799
"576","Codstermania","Minnesota, USA",46.729553,-94.6858998
"577","lillia1776","grundy va ",37.2778886,-82.0990223
"578","AuntieLuke","no where near you.",36.0982691,-115.1640743
"579","NasdaqCrypto","moon",40.5169767,-80.2213477
"582","MdmAbsentMinded","Melbourne",-37.8136276,144.9630576
"583","jjk_moon1997","Republic of Korea",35.907757,127.766922
