"","screenName","location","latitude","longitude","state"
"5","QuantumRebirth","digital nomad",33.5661227,-84.5846142,"Georgia"
"6","vitoriaposselt","RO/AM",37.78768,-122.433873,"California"
"8","famfightflu","Arlington, VA",38.8816208,-77.0909809,"Virginia"
"11","MJtaughtYou","Sunshine State <U+2600>",27.6648274,-81.5157535,"Florida"
"21","ClanH1N1","YouTube",36.1353638,-95.9893257,"Oklahoma"
"35","pacifycim","LOX ",42.054084,-73.956754,"New York"
"40","gphabuzz","Atlanta, GA",33.7489954,-84.3879824,"Georgia"
"48","conner_junior","Knoxville, IA",41.320343,-93.09967,"Iowa"
"51","Robin_Fussell","Huntsville, AL",34.7303688,-86.5861037,"Alabama"
"52","percyw4it","Camp Half-Blood",33.9431463,-84.2152691,"Georgia"
"71","InfectDisNews","Thorofare, NJ",39.8422093,-75.1969346,"New Jersey"
"73","unfwithful","spellman mortuary",44.9555114,-93.1145219,"Minnesota"
"74","VFM_Radio","Florida, USA",27.6648274,-81.5157535,"Florida"
"80","Boughttat","Nerdvana",33.1523022,-96.8363665,"Texas"
"92","Customary_Z7","SE Idaho",44.0682019,-114.7420408,"Idaho"
"100","FluTrackers","International Website",34.749056,-92.2806358,"Arkansas"
"109","LinsJoao85","Terra 2",41.2525048,-95.9458702,"Nebraska"
"115","LauraWi32702281","Washington, USA",47.7510741,-120.7401385,"Washington"
"125","BenjaminHCCarr","New York",40.7127753,-74.0059728,"New York"
"138","vane_vlzqz","Asteroid B-612",37.905661,-122.546595,"California"
"144","_APCI","Bessemer, AL",33.4017766,-86.954437,"Alabama"
"182","laumiglioli","Gotham",36.1625056,-95.9988423,"Oklahoma"
"187","gutojrr","In The Dark",36.1193844,-115.1904612,"Nevada"
"215","MikeThatsWho1","PNW",46.60281,-120.4558567,"Washington"
"227","hoesunsetz","br",36.3003274,-95.62532,"Oklahoma"
"228","Ericvas13","Peoria, Arizona via New York",33.5525917,-112.2582867,"Arizona"
"229","DrSamuelBrown","The West",36.6373775,-95.1507014,"Oklahoma"
"239","Bebox64","Scranton, PA",41.408969,-75.6624122,"Pennsylvania"
"245","pediacast","Nationwide Children's Hospital",39.953127,-82.979489,"Ohio"
"252","ProMED_PORT","mundial",34.1465266,-118.0008281,"California"
"267","peixinh_o","Winterfell",39.9562296,-75.2023233,"Pennsylvania"
"271","yasminsouza_","Los Angeles, CA",34.0522342,-118.2436849,"California"
"276","AlmightyKwon","Panama City, FL",30.1588129,-85.6602058,"Florida"
"284","incestisid","Terra",40.7192036,-74.0065494,"New York"
"318","poandpo","World",36.7491737,-95.972262,"Oklahoma"
"346","fly3moon","092",39.0080755,-94.2699061,"Missouri"
"350","H1N1_Briel","Heaven",37.0326709,-95.6235557,"Kansas"
"375","PoncaWarrior","Winfield, KS",37.2397486,-96.9955918,"Kansas"
"385","lifeizcrool","inglewood graveyard.",33.970889,-118.343547,"California"
"390","_medjournal","Las Vegas",36.1699412,-115.1398296,"Nevada"
"403","MzSailiante","Mobile, AL",30.6953657,-88.0398912,"Alabama"
"410","udarnik","Northern Hemisphere",43.214231,-77.438898,"New York"
"413","gabccampos","Nárnia",39.5156627,-77.0732748,"Maryland"
"414","CardiffGiants","New York, NY",40.7127753,-74.0059728,"New York"
"418","joannawllck","winterfell",39.9562296,-75.2023233,"Pennsylvania"
"424","SeanGotGjally","hell",42.43472,-83.985,"Michigan"
"427","medicinebyhim","marry",36.7071141,-97.0665246,"Oklahoma"
"436","LeavittAlone","NYC",40.7127753,-74.0059728,"New York"
"453","Larii_DM","Bra",36.1315261,-95.9650117,"Oklahoma"
"480","stevieschild","Transilvânia",35.2190534,-82.7778579,"North Carolina"
