"","screenName","location","latitude","longitude"
"203","AngelsHomeoAus","Brisbane, Queensland",-27.4697707,153.0251235
"204","ElleninSaigon","Ho Chi Minh City, Vietnam",10.8230989,106.6296638
"205","HumbertoMeridaC","Tolcayuca, Hidalgo",19.9552354,-98.9201124
"206","NewsPostX","London, England",51.5073509,-0.1277583
"207","violalaviola","Roma",36.0766378,-95.9036356
"209","W4ysted1","Nunya",33.6384157,-111.8636124
"211","kayleeisyounng","Fishers, IN",39.9567548,-86.01335
"212","stabyoulots","West Virginia, USA",38.5976262,-80.4549026
"213","MsBJPeart","Charleston South Carolina USA",32.7764749,-79.9310512
"214","KODEnews","Joplin, MO",37.0842271,-94.513281
"215","KSNLocalNews","Joplin, MO",37.0842271,-94.513281
"216","rorykcd","Valencia, CA",34.456151,-118.5713823
"217","Beingchris","Pennsylvania, USA",41.2033216,-77.1945247
"218","Urbepolitica","DF",38.9147011,-77.0315403
"219","hdighn","Foothills of NC",35.744679,-81.6888248
"221","informador_JAL","Guadalajara, Jalisco",20.6596988,-103.3496092
"223","AFHSBPAGE","Falls Church, VA",38.882334,-77.1710914
"224","dillspitzen","Unterfranken, Germany",50.0780217,10.0511934
"225","wannemachaa","Montclair, NJ",40.8259007,-74.2090053
"226","turistera","Mazatlan, Sinaloa, Mexico",23.2494148,-106.4111425
"228","Daniel_San64","San Luis Potosí, México",22.1564699,-100.9855409
"229","Medicare65Inc","Wisconsin",43.7844397,-88.7878678
"230","MiAmbiente","México",23.634501,-102.552784
"231","ProMED_mail","Worldwide",36.249758,-95.266826
"232","adidigomez","Santo Domingo, DR",18.4860575,-69.9312117
"233","krxse_","Seattle, WA",47.6062095,-122.3320708
"234","AndreaEidinger","Richmond, British Columbia",49.1665898,-123.133569
"235","UHhospitals","Cleveland, Ohio",41.49932,-81.6943605
"236","ogarrio","Mexico",23.634501,-102.552784
"237","imparolitaliano","Istanbul, Türkiye",41.0082376,28.9783589
"238","DiscoverMJ","Moose Jaw, SK",50.3915811,-105.5348562
"239","cchwyo","Gillette, WY",44.2910915,-105.5022205
"240","DuneSlaya","Hell",42.43472,-83.985
"242","mhmdhmzh","Jakarta",-6.2087634,106.845599
"243","Salud_CZ9","Ecuador",-1.831239,-78.183406
"244","mario__lavezzi","I am European",54.5259614,15.2551187
"246","esthela85231630","McAllen, TX",26.2034071,-98.2300124
"247","VioleCrown","Infinity and beyond",35.0531875,-81.9733062
"248","brunoballardini","Rome",41.9027835,12.4963655
"249","DFDYR98","Roma e dintorni",42.122424,12.592953
"250","SCCHealth","St. Charles, MO",38.7881062,-90.4974359
"252","LipicaShah","New York City",40.7127753,-74.0059728
"253","fabideangelis","Palermo, Sicilia",38.11569,13.3614868
"254","lrj4th","South East",37.0358272,-95.6276367
"255","BrianSheehy","Methuen, MA",42.7262016,-71.1908924
"256","RainbowJaden10","København, Danmark",55.6760968,12.5683372
"257","guidoparchi","Italia",41.87194,12.56738
"258","EdReynaud27","Lisbon, Portugal",38.7222524,-9.1393366
"259","nonsiamodiqui","Verona / Milano / Manchester",45.4383842,10.9916215
"260","erinrauert","Humboldt, Saskatchewan",52.2019792,-105.1228655
"261","SimoneDonei","Beijing, China / Moena, Italy",39.9041999,116.4073963
"262","Congreso_CdMex","México, Distrito Federal",19.4326077,-99.133208
"263","MARIKACASALE1","Roma",36.0766378,-95.9036356
"264","ingridmmn","Costa Rica",9.748917,-83.753428
"266","history2wheeler","Sydney",-33.8688197,151.2092955
"267","DrSachaSB","Sydney, New South Wales",-33.8688197,151.2092955
"268","TendenciasRSS","Colima",19.1222634,-104.0072348
"269","CavalierInc","Norfolk, Virginia",36.8507689,-76.2858726
"270","vadenuezmzo","Manzanillo, Colima",19.1138094,-104.3384616
"272","Altavoznoticias","Los Mochis, Sinaloa, Mèxico",25.7904657,-108.985882
"273","EMAM_EP_MACHALA","Machala - El Oro - Ecuador",-3.2581112,-79.9553924
"274","ale95italy","Scandicci",43.7307033,11.1504111
"275","SigloDurango","Durango, México",24.5592665,-104.6587821
"276","DHSWI","Wisconsin, USA",43.7844397,-88.7878678
"277","pierocalaciura","Palermo, Sicily",38.11569,13.3614868
"278","AztecaNoticias","México",23.634501,-102.552784
"279","torreon","Torreón, Coahuila de Zaragoza",25.5428443,-103.4067861
"280","ktperezb","palmira",3.5379718,-76.2971657
"282","OffshoreCos","Global",37.0329949,-95.6400855
"283","trespm","Toluca, Estado de México.",19.2826098,-99.6556653
"284","MADMAX2B2","Pueblo, CO",38.2544472,-104.6091409
"285","Lobenz1","Murrieta, CA",33.5539143,-117.2139232
"286","wadebaksh","Toronto",43.653226,-79.3831843
"287","6th_gawd","Abuja, Nigeria",9.0764785,7.398574
"288","Niza_xiva","Santa María Atzompa, Oaxaca",17.0916983,-96.7681366
"289","Microburst0","Tallinn, Estonia",59.4369608,24.7535747
"290","Iretnac","Verona, Veneto",45.4383842,10.9916215
"292","pressrd","Republica Dominicana",18.735693,-70.162651
"293","egreenst2","Fargo, ND",46.8771863,-96.7898034
"294","Aurora34437196","Reggio nell'Emilia",44.6989932,10.6296859
"295","AshNichole14","Nebraska",41.4925374,-99.9018131
"296","sagrassick","Kildare, Ireland",53.1589342,-6.9095683
"297","aeliase","Monterrey, N.L., México",25.6866142,-100.3161126
"298","alexpletch4real","Your Mom's House",39.7367329,-104.9794787
"299","EvangeliciBG","Bergamo - via Falcone, 1",45.679874,9.658827
"300","FluTrackers","International Website",34.749056,-92.2806358
"301","SlimDeGea","Stretford End",43.0461022,-77.4695373
"302","uniontribunees","San Diego, CA",32.715738,-117.1610838
"303","ghostofashy","broken home ",33.2369797,-96.6864933
"304","gyalbender","Gaza",31.3546763,34.3088255
"305","NoticiaTuxtepec","Tuxtepec, Oaxaca",18.0809028,-96.1420947
"306","nvinoticiasoax","Oaxaca, Mexico",17.0731842,-96.7265889
"307","istmo_noticias","Salina Cruz, México ",16.1842839,-95.2087625
"308","MilenioMty","Monterrey, Nuevo León",25.6866142,-100.3161126
"309","Lynn_Nothegger","Germany",51.165691,10.451526
"310","burde","Firenze, italy",43.7695604,11.2558136
"311","denlillekemiker","København, Danmark",55.6760968,12.5683372
"312","CentreCRIP","Canada",56.130366,-106.346771
"313","SagradoSanLuis","San Luis Potosí, México",22.1564699,-100.9855409
"314","irving_jasiel","Atlacomulco, México",19.7975581,-99.8766825
"315","IDAC_RD","Santo Domingo",18.4860575,-69.9312117
"316","metaanto","Milano",39.0825197,-94.5823061
"317","Chuka_I","Washington, DC",38.9071923,-77.0368707
"318","sillern","Copenhagen",55.6760968,12.5683372
"319","_nsgr","Berkeley, CA",37.8715926,-122.272747
"320","TheSerenyna","Genoa, Liguria",44.4056499,8.946256
"321","TOILucknow","Lucknow",26.8466937,80.946166
"322","KCMOHealthDept","Kansas City, Mo.",39.0997265,-94.5785667
"323","EngevikJoe","Hjørring, Nordjylland, Danmark",57.4567788,9.9957635
"324","uwmnewsroom","Seattle, Wash.",47.6062095,-122.3320708
"325","GuidelineCent","Lake Mary, FL",28.7588833,-81.3178446
"326","tonydaopharmd","Garden Grove, CA",33.7742692,-117.9379952
"327","Hugoggrojas","On the net! (:",40.290663,-76.56835
"328","sarahmnx29","Rome, Italy",41.9027835,12.4963655
"329","agostinomela","Cagliari",39.2238411,9.1216613
"330","vibeug","Guayaquil, Ecuador",-2.1709979,-79.9223592
"331","SuzanneRosenbak","Denmark",56.26392,9.501785
"332","CrinklyConnor96","Kansas, USA",39.011902,-98.4842465
"333","videkma","Magyarország",47.162494,19.5033041
"334","kathyfergusonar","Edwards, CO",39.644986,-106.5942
"335","Clarisamedinasg","Culiacán, Sinaloa",24.8090649,-107.3940117
"336","LizPreedy","Europe",54.5259614,15.2551187
"337","JillGrimesMD","Austin, TX",30.267153,-97.7430608
"338","jussitussi1","Wien",48.2081743,16.3738189
"339","thiagovarquez","Vancouver, AMV<U+2640>",49.2827291,-123.1207375
"340","UdeGuayaquil","Guayaquil, Ecuador",-2.1709979,-79.9223592
"341","NVeracruzanas","Xalapa",19.5437751,-96.9101806
"342","BisenSShweta","AFK",47.9631475,-122.2090561
"343","newshidalgo","México",23.634501,-102.552784
"344","FranciNiccheri","Firenze, Toscana",43.7695604,11.2558136
"345","Tinuccella","Naples, Campania",40.8517983,14.26812
"346","annagollins","camp half-bloods",33.9431463,-84.2152691
"347","PAOLOCARLESI","Firenze",43.7695604,11.2558136
"348","neptunevalley84","Roma, Lazio",41.8902259,12.5065278
"349","StJudeResearch","Memphis, Tenn.",35.1495343,-90.0489801
"350","Off_Mariano","Bari, Puglia",41.1171432,16.8718715
"351","annaflalb","Napoli - Italy",40.8517983,14.26812
"352","Paolo3403","Pavia, Lombardia",45.1847248,9.1582069
"353","Alessandra_Arpi","• Genova",35.609611,-82.568876
"354","LaVozAcatlan","Acatlán, Hidalgo",20.1453958,-98.4410429
"355","doc_eva","CIUDAD DE MÉXICO.",19.4326077,-99.133208
"356","Dario_Accolla","Roma",36.0766378,-95.9036356
"357","ProdeneGmbH","Germany",51.165691,10.451526
"358","lorenzop861","Roma, Lazio",41.8902259,12.5065278
"359","MCBazacoPhD","Washington, DC",38.9071923,-77.0368707
"360","OhhhLulu","Orillia, Ontario",44.6082465,-79.4196783
"362","meta_physik","Wien",48.2081743,16.3738189
"363","Partiderode10","Guadalajara, Jalisco",20.6596988,-103.3496092
"364","LeoUzych","Wallingford, PA",39.8932884,-75.3630796
"365","marcotamboo","Bologna",44.494887,11.3426162
"366","olaajani","New Lagos",6.6024143,3.4161624
"367","ximena_mgc","Monterrey, Nuevo León",25.6866142,-100.3161126
"368","Importantnotimp","Earth",37.2321077,-95.7243335
"369","drsadot","Monterrey Nuevo León México",25.6866142,-100.3161126
"370","DAZheute","Berlin / Stuttgart",52.5345959,13.4256578
"371","Angele_Benard35","Paris, France",48.856614,2.3522219
"372","RNRoosevelt","Farmington, MO",37.7808846,-90.4217895
"373","DelthiaRicks","New York",40.7127753,-74.0059728
"374","ajhuna_matata","Tennessee, USA",35.5174913,-86.5804473
"375","longagnani","Modena, Italia",44.647128,10.9252269
"376","tworavensbrew","Newark, DE",39.6837226,-75.7496572
"379","MKuntz_67","Milano",39.0825197,-94.5823061
"380","puntoporpuntomx","Pachuca, Hidalgo, México",20.1010608,-98.7591311
"381","ReporterManaos","Amazonas, Brazil",-3.4168427,-65.8560646
"382","TomGeorgeRacing","Slad, Gloucestershire",51.765284,-2.185731
"383","Andrew_Grey82","Roma",36.0766378,-95.9036356
"384","N8veBiz","Billings, MT 59101",45.7832856,-108.5006904
"385","CurarseEnSalud","Mexico D.F.",19.4326077,-99.133208
"386","MedicalCollege","Milwaukee, Wisconsin",43.0389025,-87.9064736
"387","lajornadazac","Zacatecas, Zacatecas.",22.7641984,-102.5865558
"388","thisgratefulmam","Minnesota, USA",46.729553,-94.6858998
"389","hidalgo_hector","GUAYAQUIL",-2.1709979,-79.9223592
"390","DoubleM07_","United Kingdom",55.378051,-3.435973
"391","MDBoxapp","Austin, TX",30.267153,-97.7430608
"392","Gnegnyna","Brianza, Lombardia",45.623599,9.2588015
"393","lxztlr","Karlsruhe, Germany",49.0068901,8.4036527
"394","EvgrnNutrition","Eugene, Oregon",44.0520691,-123.0867536
"395","D_Unit1991","München, Bayern / Ražanac, HR",48.1351253,11.5819805
"396","TuSNHD","Las Vegas, Nevada",36.1699412,-115.1398296
"397","influenza_dk","Denmark",56.26392,9.501785
"398","mainpost","Würzburg • Germany",49.7913044,9.9533548
"399","CorriereAdriati","Il Quotidiano delle Marche",43.5058744,12.989615
"403","_steve3_","Highlands Ranch, CO",39.5480789,-104.9739333
"405","spagliarini79","Prato, Toscana, Italia",43.8777049,11.102228
"407","MagsTweets2","First State",36.933645,-94.8677189
"408","IDinChildren","Thorofare, NJ",39.8422093,-75.1969346
"409","Zombifiedspade","South Dakota, USA",43.9695148,-99.9018131
"410","BeckyELangdon","Flyover country",36.8964067,-87.9587538
"411","eldrave20","Seattle, WA",47.6062095,-122.3320708
"412","svmmin","Seoul, Republic of Korea",37.566535,126.9779692
"413","NotisistemaJal","Guadalajara",20.6596988,-103.3496092
"414","NewsGDL","Guadalajara, México.",20.6596988,-103.3496092
"415","Giovaguerrato","Bologna, Emilia Romagna",44.494887,11.3426162
"416","EPC_Bomberos_Mg","Milagro, Ecuador",-2.1387682,-79.5940544
"417","Paolashap","Taranto ",40.4643606,17.2470303
"419","AlexRevenant","Bari, Apulia",41.1171432,16.8718715
"421","ShillingCurate","Northumberland, England",55.2082542,-2.0784138
"422","BenjaminHCCarr","New York",40.7127753,-74.0059728
"424","stebaraz","Milan, Lombardy",45.4642035,9.189982
"425","kaitlinefree","Ohio, USA",40.4172871,-82.907123
"426","icametoslaybtch","Napoli, Campania",40.8517983,14.26812
"427","LogicIsGone","Seattle, WA",47.6062095,-122.3320708
"428","hardydann","Perdida en Toluca",19.3022105,-99.6804192
"430","IrishSmuggling","Waterford, Ireland",52.2593197,-7.1100702
"431","CANAL44TV","Guadalajara, Jalisco",20.6596988,-103.3496092
"432","forumJuventus","Worldwide",36.249758,-95.266826
"433","jlaakso","Helsinki, Finland",60.1698557,24.9383791
"434","JosueLarMor","Cuernavaca, Morelos",18.9242095,-99.2215659
"435","SeaBlu18","Naples, Campania",40.8517983,14.26812
"437","TheIrishField","Ireland",53.1423672,-7.6920536
"438","NotiGDL","Guadalajara, Mexico",20.6596988,-103.3496092
"439","ISMEL_Torino","Turin, Piedmont",45.0703393,7.686864
"440","Michele1439","River Falls, WI",44.8613563,-92.6238082
"441","Cymicaldane","København, Danmark",55.6760968,12.5683372
"442","_heresallie","Italia",41.87194,12.56738
"443","OPSOMS_Col","Bogotá",4.7109886,-74.072092
"444","philosofarda","Indonesia",-0.789275,113.921327
"445","ErasmoPartenope","Basilicata, Italia",40.6430766,15.9699878
"446","tsilas","Montana, USA",46.8796822,-110.3625658
"447","FAOCotedIvoire","Abidjan, Côte d'Ivoire",5.3599517,-4.0082563
"448","NikkiTheRealist","Reno, NV",39.5296329,-119.8138027
"449","Greengilly9","Minot, ND",48.2329668,-101.2922906
"451","shige_magara","<U+6D45><U+8349>&<U+6A2A><U+6D5C>",35.7124805,139.7923907
"452","noticiashouston","Houston",29.7604267,-95.3698028
"453","romeerizwan","Boston, MA",42.3600825,-71.0588801
"454","juaneldeljarro","Jardin de San Fco y @NOTICIEROS7 ",37.7749295,-122.4194155
"455","RevistaGM5","México.",23.634501,-102.552784
"456","Lloydie_D","South East St Mary",18.3092711,-76.964306
"457","DrTanyaRossi","Guelph, Ontario",43.5448048,-80.2481666
"458","AlDiaNoticiasSL","San Luis Potosí, México",22.1564699,-100.9855409
"459","kaseann_99","SIUE",38.793103,-89.995654
"461","SopianaeNet","Pécs • Fünfkirchen",46.0727345,18.232266
"462","Menikhusada1","Cimahi Utara, Indonesia",-6.8633153,107.5564326
"463","Mobile_AL_33601","Mobile, AL",30.6953657,-88.0398912
"465","Boulder_80301","Boulder, CO",40.0149856,-105.2705456
"467","SmallRedOne","Taff's Well, Wales",51.545383,-3.27196
"468","werthermede5","Sassuolo, Emilia Romagna",44.54433,10.7847741
"469","kxly4news","Spokane, Washington",47.6587802,-117.4260465
"470","VertigoPolitico","México, Distrito Federal",19.4326077,-99.133208
"471","Aquivaeluser","La Port de Entrad",34.0522342,-118.2436849
"472","Portal_Politico","México",23.634501,-102.552784
"473","darioarroba","Madrid, Comunidad de Madrid",40.4167754,-3.7037902
"474","pjriverag","Tampico, Tamaulipas",22.2331041,-97.861099
"475","SigloCoahuila","Coahuila de Zaragoza, México",27.058676,-101.7068294
"476","ProMED_PORT","mundial",34.1465266,-118.0008281
"477","_Phelan_","Budapest, Hungary",47.497912,19.040235
"478","karencioux","México D. F. ",19.4326077,-99.133208
"479","ReneeKaeAdams","OH USA",40.4172871,-82.907123
"480","somosarandas","Arandas,Jalisco,Mexico",20.7055616,-102.3469498
"481","LaCronicaDeHoy","México",23.634501,-102.552784
