"","screenName","location","latitude","longitude"
"96","jorleytavares","Manaus - Amazonas ",-3.1190275,-60.0217314
"97","infoitsalute","Italia",41.87194,12.56738
"98","pressrd","Republica Dominicana",18.735693,-70.162651
"99","ZeRicardoAM","Manaus, Brazil",-3.1190275,-60.0217314
"100","FluTrackers","International Website",34.749056,-92.2806358
"101","IDAC_RD","Santo Domingo",18.4860575,-69.9312117
"102","bonatess","manaus",-3.1190275,-60.0217314
"103","cruelflorida","am",37.09024,-95.712891
"104","TOILucknow","Lucknow",26.8466937,80.946166
"105","aquariceu","Manaus, Brazil",-3.1190275,-60.0217314
"106","NationaLeaderKe","Kenya ",-0.023559,37.906193
"107","Itamarsince1988","Manaus, Brasil",-3.1190275,-60.0217314
"108","jornalmaskate","Manaus, Brazil",-3.1190275,-60.0217314
"109","LinsJoao85","Terra 2",41.2525048,-95.9458702
"110","AmazonSat","Amazônia",-3.4653053,-62.2158805
"111","lgoncalves567","Rio Preto da Eva, Brasil",-2.6981683,-59.6993705
"112","iantrottier","Miami Beach, FL",25.790654,-80.1300455
"113","croatafake","Manaus, AM",-3.1190275,-60.0217314
"114","leticiialn","Manaus, Brazil",-3.1190275,-60.0217314
"115","LauraWi32702281","Washington, USA",47.7510741,-120.7401385
"116","tvacritica","Manaus - AM",-3.1190275,-60.0217314
"117","matthias18","Danmark",56.26392,9.501785
"118","izaias_lobao","Manaus, Amazonas, Brasil",-3.1190275,-60.0217314
"119","axmoreirab","Manaus, Brasil",-3.1190275,-60.0217314
"120","renoiart","manaus",-3.1190275,-60.0217314
"121","Camilasuzan","Manaós - Mãe dos Deuses - AM",-3.1190275,-60.0217314
"122","ginnymorais","Brasília, Brazil",-15.826691,-47.9218204
"123","Proepi_","Brasília",-15.826691,-47.9218204
"124","biaestalouca","Manaus, Brasil",-3.1190275,-60.0217314
"125","BenjaminHCCarr","New York",40.7127753,-74.0059728
"126","wradiobrasil","Sao Paulo, Brazil",-23.5505199,-46.6333094
"127","raira_ss","outra dimensão de manaus",-3.1190275,-60.0217314
"128","semadmanaus","Manaus - AM",-3.1190275,-60.0217314
"129","Kathimerini_Cy","Nicosia Cyprus",35.1855659,33.3822764
"130","jessicamotap","Manaus, Brazil",-3.1190275,-60.0217314
"131","Doougfsantos","Manaus, Brasil",-3.1190275,-60.0217314
"132","catuadria","Manaus, Brasil",-3.1190275,-60.0217314
"133","WilliamAmorim26","São Luís, Brazil",-2.5391099,-44.2829046
"134","PortaldoJurua","Brazil",-14.235004,-51.92528
"135","Alfredoribeiroj","Manaus Amazonas Brasil",-3.1190275,-60.0217314
"136","am_noticias","Manaus-AM- São Paulo SP Brasil",-3.1363207,-60.0185137
"137","PortalTucuma","Manaus, Brasil",-3.1190275,-60.0217314
"138","vane_vlzqz","Asteroid B-612",37.905661,-122.546595
"139","Marmaroth__","Manaus, Brasil",-3.1190275,-60.0217314
"140","victalb_","Brasil",-14.235004,-51.92528
"141","kibris_postasi","Cyprus",35.126413,33.429859
"142","RadioagenciaEBC","Brasília",-15.826691,-47.9218204
"143","knowitallcciolo","loving animals° legacies°GoT",NA,NA
"144","_APCI","Bessemer, AL",33.4017766,-86.954437
"145","zamir_yehudah","Manaus, Brasil",-3.1190275,-60.0217314
"146","slowsby","L",37.09024,-95.712891
"147","hiellevy","Manaus, Amazonas",-3.1190275,-60.0217314
"148","reporterpin","Parintins, Brasil",-2.633616,-56.7319696
"149","PortalAmazonia","Manaus - Amazonas",-3.1190275,-60.0217314
"150","correioamazonia","Manaus",-3.1190275,-60.0217314
"151","leitxr","Manaus",-3.1190275,-60.0217314
"152","kaaarlen","Manaus, Amazonas",-3.1190275,-60.0217314
"153","glendonlira","Manaus",-3.1190275,-60.0217314
"154","vandomfox","Manaus, Brasil",-3.1190275,-60.0217314
"155","MrKeys90","Aguascalientes, México",21.8852562,-102.2915677
"156","anabeatliste","magalândia",NA,NA
"157","styIinsing","nameisnatalia",NA,NA
"158","nuggetsley","manaus",-3.1190275,-60.0217314
"159","RahulDevJoshi7","Durg, India",21.1904494,81.2849169
"160","adrisfelizardo","CORINTHIANS <U+0001F985>",NA,NA
"161","lifelinepathlab","Green Park, New Delhi",28.5584489,77.2029376
"162","anavaleriareal","manaus - am",-3.1190275,-60.0217314
"163","PrazeresLeandro","Brasília, Brazil",-15.826691,-47.9218204
"164","malethkushanh","Sri Lanka",7.873054,80.771797
"165","ketellemgarcia","Friendzone, Manaus -AM",-3.1190275,-60.0217314
"166","DEZMinutos","Manaus-AM",-3.1190275,-60.0217314
"167","coldQ1","Canada",56.130366,-106.346771
"168","madulobo_","Manaus",-3.1190275,-60.0217314
"169","SamilyMor","Manaus, Brasil",-3.1190275,-60.0217314
"170","KodakNap","Make Out Reef",NA,NA
"171","geVEzeLafLaR","Isverna, România",44.9740914,22.6292559
"172","beauchaeyoung","vila de manaós city - 1830",-3.1190275,-60.0217314
"173","HelloGeorgeN","Deep Brook, Nova Scotia",44.636268,-65.655714
"174","YENiDUZEN","Cyprus",35.126413,33.429859
"175","andrembortolon","Manaus ",-3.1190275,-60.0217314
"176","HABERKIBRIS","Kuzey Kibris",35.2480359,33.6577243
"177","sanduniRK","Sri Lanka",7.873054,80.771797
"178","JMunizo","Manaus, Brasil",-3.1190275,-60.0217314
"179","HarleyRangel","Manaós",-3.1190275,-60.0217314
"180","fluctuohans","Bogotá, Colombia",4.7109886,-74.072092
"181","_burrog","Manaus",-3.1190275,-60.0217314
"182","laumiglioli","Gotham",36.1625056,-95.9988423
"183","online_technews","nigeria",9.081999,8.675277
"184","H1N1_1"," 10.24.164.62 ",NA,NA
"185","vijayrampatrika","India",20.593684,78.96288
"186","Hugo10Daniel","Manaus, Brazil",-3.1190275,-60.0217314
"187","gutojrr","In The Dark",36.1193844,-115.1904612
"188","alde_fabricio","Posadas, Argentina",-27.3621374,-55.9008746
"189","taxydromosvolos","<U+0392><U+03CC><U+03BB><U+03BF><U+03C2> <U+0395><U+03BB><U+03BB><U+03AC>da",39.3621896,22.942159
"190","newsthejas","Kerala, India",10.8505159,76.2710833
"191","blalclinicallab","Jaipur, Rajasthan",26.9124336,75.7872709
"192","josematta002","São Paulo",-23.5505199,-46.6333094
"193","ORFMumbai","Nariman Point, Mumbai, India",18.9255728,72.8242221
"194","dbratzz","Brasil",-14.235004,-51.92528
"195","thenewsminute","Bengaluru",12.9715987,77.5945627
"196","unadfi","Buchelay, France",48.983085,1.678852
"197","HAL_Toulon","Toulon, France",43.124228,5.928
"198","RyanMorhard","Geneva, Switzerland",46.2043907,6.1431577
"199","Kimball1Kelly","United States",37.09024,-95.712891
"200","prisrcna1","Leibnitz, Austria",46.79043,15.56207
"201","EINH1N1News","Washington, D.C.",38.9071923,-77.0368707
"202","hashsurat","Surat, India",21.1702401,72.8310607
"203","ShrinivasaMTOI","Mysore, India",12.2958104,76.6393805
"204","NewsExperts","Koch, India",22.3139759,73.1747877
"205","MedalloSistemas","Rio de Janeiro",-22.9068467,-43.1728965
"206","hashahmedabad","Ahmedabad , Gujarat ",23.022505,72.5713621
"207","borntobegreen78","Cataluña, España",41.5911589,1.5208624
"208","MyNation","New Delhi, India",28.6139391,77.2090212
"209","PratibaRaman","India",20.593684,78.96288
"210","ConservativeJC0","Banned from US due to ethnic background",37.09024,-95.712891
"211","TMBdrigo","Manaus, Brazil",-3.1190275,-60.0217314
"212","joliecry","Manaus, Brasil",-3.1190275,-60.0217314
"213","jungoosz","<U+0001F430>",NA,NA
"214","izanfs","Manaus, Brasil",-3.1190275,-60.0217314
"215","MikeThatsWho1","PNW",46.60281,-120.4558567
"216","pedritokel","Manaus, Amazonas",-3.1190275,-60.0217314
"217","AlineMarcelice","Manaus, Brazil",-3.1190275,-60.0217314
"218","dailysunbd","Dhaka, Bangladesh",23.810332,90.4125181
"219","MSADADC","United States",37.09024,-95.712891
"220","flloading","Manaus, Brasil",-3.1190275,-60.0217314
"221","jnw62","Australia",-25.274398,133.775136
"222","allanmaiah","Manaus",-3.1190275,-60.0217314
"223","thalitagrubers","Manaus, Brasil",-3.1190275,-60.0217314
"224","jorgeleitte","Manaus, Brazil",-3.1190275,-60.0217314
"225","laubfreitas","Manaus, Brasil",-3.1190275,-60.0217314
"226","akms2","Manaus, Amazonas",-3.1190275,-60.0217314
"227","hoesunsetz","br",36.3003274,-95.62532
"228","Ericvas13","Peoria, Arizona via New York",33.5525917,-112.2582867
"229","DrSamuelBrown","The West",36.6373775,-95.1507014
"230","jovanamendonca","Manaus, Brasil",-3.1190275,-60.0217314
"231","Cassiamontt","Manaus, Amazonas",-3.1190275,-60.0217314
"232","sandroutinho","Manaus - Amazonas - Brasil",-3.1190275,-60.0217314
"233","pretoEpreto_","fundo do poço de manaus",-2.9742077,-60.0262928
"234","oiejensen","MAO/Brazil <U+2708><U+2606>London<U+2606> Lo<U+0475>e<U+10D6>",-14.235004,-51.92528
"235","itsbabytaty","Manaus",-3.1190275,-60.0217314
"236","ReynnaldoMacedo","Manaus-Am",-3.1190275,-60.0217314
"237","AraraNoturna","Manaus/Am",-3.1190275,-60.0217314
"238","dont_confess","Manaus, Brasil",-3.1190275,-60.0217314
"239","Bebox64","Scranton, PA",41.408969,-75.6624122
"240","marioadolfo","Manaus-AM",-3.1190275,-60.0217314
"241","MCBazacoPhD","Washington, DC",38.9071923,-77.0368707
"242","OrizonH","Manaus, Brasil",-3.1190275,-60.0217314
"243","paulorodrigoba","Manaus - Am - Brasil",-3.1190275,-60.0217314
"244","AlexMonteiro93","Manaus, Amazonas, Brasil",-3.1190275,-60.0217314
"245","pediacast","Nationwide Children's Hospital",39.953127,-82.979489
"246","crfgustavo","Manaus, Brasil",-3.1190275,-60.0217314
"247","RadioSenado","Brasília, DF, Brasil",-15.826691,-47.9218204
"248","sushiecerveja","Manaus, Brasil",-3.1190275,-60.0217314
"249","fedtotherules","Manaus, Brasil",-3.1190275,-60.0217314
"250","jaehyerose","<U+1D57><U+02B0><U+02E3><U+02B3><U+1D52><U+02E2><U+02E3>",NA,NA
"251","hashjabalpur","Jabalpur, India",23.181467,79.9864071
"252","ProMED_PORT","mundial",34.1465266,-118.0008281
"253","UnkelFred","Nova Scotia, Canada.",44.6819866,-63.744311
"254","victripss","Manaus, Brasil",-3.1190275,-60.0217314
"255","Gabibbas","Manaus, Brasil",-3.1190275,-60.0217314
"256","aylacamposs","Brasil",-14.235004,-51.92528
"257","ujnio","Manaus, Brasil",-3.1190275,-60.0217314
"258","mgdsl_","Manaus, Brasil",-3.1190275,-60.0217314
"259","ApuiOnLine","Apui, Amazonas",-7.1996142,-59.8918669
"260","PtmEva","Manaus, Brasil",-3.1190275,-60.0217314
"261","izadoradelacruz","londricity",NA,NA
"262","RoelLibunao","Earth for now. Heavenward",NA,NA
"263","tiijacksonm","my bae @httpinthemirror",NA,NA
"264","paulogravata1","manaus",-3.1190275,-60.0217314
"265","Nsb_hsnva","Baku",40.4092617,49.8670924
"266","xx__maryalex","Toronto",43.653226,-79.3831843
"267","peixinh_o","Winterfell",39.9562296,-75.2023233
"268","sucobisoro","Manaus, Brasil",-3.1190275,-60.0217314
"269","kennyandradee","MANAUS",-3.1190275,-60.0217314
"270","jrbaia","Manaus - Amazonas - Brasil",-3.1190275,-60.0217314
"271","yasminsouza_","Los Angeles, CA",34.0522342,-118.2436849
"272","623pisiknazim","Liman, L<U+0259>nk<U+0259>ran, Az<U+0259>rbaycan",38.866069,48.8068491
"273","excitadocaotico","MAO",49.2787559,-123.0989242
"274","emojifantasma","Manaus, Brazil",-3.1190275,-60.0217314
"275","themademoisel","Azerbaijan",40.143105,47.576927
"276","AlmightyKwon","Panama City, FL",30.1588129,-85.6602058
"277","lklukan43","Manaus, AM",-3.1190275,-60.0217314
"278","juliaandrad_","Parintins -Am/Manaus ",-2.633616,-56.7319696
"279","kvvnshd","Manaus, Brazil",-3.1190275,-60.0217314
"280","fuad_taqiyev","Azerbaijan",40.143105,47.576927
"281","nai_silvaoli","Manaus, Amazonas",-3.1190275,-60.0217314
"282","doryslene","Manaus, Brazil",-3.1190275,-60.0217314
"283","carolheinrichs","Mao",49.2787559,-123.0989242
"284","incestisid","Terra",40.7192036,-74.0065494
"285","paulopenafort","manaus, amazonas",-3.1190275,-60.0217314
"286","portalzacarias","Manaus (AM) - Brasil",-3.1190275,-60.0217314
"287","lukeanef","mao",49.2787559,-123.0989242
"288","miojoselia","Manaus-AM-Brasil",-3.1190275,-60.0217314
"289","tassimsm","Brazil",-14.235004,-51.92528
"290","_dsunflower_","Manaus, Brasil",-3.1190275,-60.0217314
"291","delpontocom","manaus",-3.1190275,-60.0217314
"292","louvnochu","bts and twice",NA,NA
"293","sailorgalaxya","manaus",-3.1190275,-60.0217314
"294","LoureiroKath","Manaus, Brasil",-3.1190275,-60.0217314
"295","letysp1","Manaus-am",-3.1190275,-60.0217314
"296","edwardstyy","Manaus, Brasil",-3.1190275,-60.0217314
"297","shxwnpromises","ot5h",NA,NA
"298","JuceeyJames","waiting on REJECTION",NA,NA
"299","Valk6","en tu imaginación",NA,NA
"300","Muskhas","Manaus",-3.1190275,-60.0217314
"301","NZM2509","Azerbaijan",40.143105,47.576927
"302","deuxtista","Manaus, Brasil",-3.1190275,-60.0217314
"303","MeganoticiasTEP","Tepic, Nayarit",21.5041651,-104.8945887
"304","AntonioHau6","Tepic, Nayarit",21.5041651,-104.8945887
"305","difusora24h","Manaus, Brazil",-3.1190275,-60.0217314
"306","sttledown","<U+0001F41D>",NA,NA
"307","henriquejfc1","Manaus, Brasil",-3.1190275,-60.0217314
"308","wtsanahi","Manaus, Brasil",-3.1190275,-60.0217314
"309","inpursuitofvoid","Singapore",1.352083,103.819836
"310","alineighborhood","MAO",49.2787559,-123.0989242
"311","leotrocadilho","Manaus, Brasil",-3.1190275,-60.0217314
"312","HalduNovruzzade","Aserbaidschan",40.143105,47.576927
"313","Gicbesername"," Baki",40.4092617,49.8670924
"314","quelquonque1"," <U+0001F1F0><U+0001F1FC> <U+0625><U+0645><U+0627><U+0631><U+0629> <U+0627><U+0644><U+0643><U+0648><U+064A><U+062A> ",29.31166,47.481766
"315","srhale1","Manaus, Brasil",-3.1190275,-60.0217314
"316","drisclousure","Manaus, perto do Brasil",-3.1190275,-60.0217314
"317","itsnottme","Manaus",-3.1190275,-60.0217314
"318","poandpo","World",36.7491737,-95.972262
"319","viajecomfabi","Manaus - AM",-3.1190275,-60.0217314
"320","raysafariass","Manaus, Brasil",-3.1190275,-60.0217314
"321","danifitzp","Manaus, Brasil",-3.1190275,-60.0217314
"322","diglis2","Manaus, Brasil",-3.1190275,-60.0217314
"323","Dim_Zaharakis","Greece",39.074208,21.824312
"324","Amway_MoscowCom","Moscow, Russia",55.755826,37.6172999
"325","revistatipo_","Manaus, Amazonas, Brasil",-3.1190275,-60.0217314
"326","gustavusoares","Manaus",-3.1190275,-60.0217314
"327","rodrigobatistx","Manaus, Brazil",-3.1190275,-60.0217314
"328","naqqno","manaus",-3.1190275,-60.0217314
"329","admarquex","Manaus, Brasil",-3.1190275,-60.0217314
"330","vulgofer","Manaus, Brasil",-3.1190275,-60.0217314
"331","isrgrajan","New Delhi - India",28.6139391,77.2090212
"332","t_laramore","manaus/Brasil",-3.1190275,-60.0217314
"333","clonedadualipa","Manaus, Brasil",-3.1190275,-60.0217314
"334","brOt3w4rc0s","Manaus, Amazonas",-3.1190275,-60.0217314
"335","maluuleao","Manaus, Brasil",-3.1190275,-60.0217314
"336","plantinhos","manaus",-3.1190275,-60.0217314
"337","vitoriaverao","<U+0001F3F3><U+FE0F><U+200D><U+0001F308>",NA,NA
"338","TvCulturaAm","Manaus-Am",-3.1190275,-60.0217314
"339","Elsu99","Manaus",-3.1190275,-60.0217314
"340","tvnafesta","Amazônia - Manaus",-3.1190275,-60.0217314
"341","sousua","Manaus, Am",-3.1190275,-60.0217314
"342","saiIormila","Manaus, Brasil",-3.1190275,-60.0217314
"343","tanajurinea","Brasil",-14.235004,-51.92528
"344","kay_hallsworth","England, United Kingdom",52.3555177,-1.1743197
"345","fecoho","Amazonas, Brasil",-3.4168427,-65.8560646
"346","fly3moon","092",39.0080755,-94.2699061
"347","capinarei","+5592/+1402/+1202",NA,NA
"348","joycrow4","Alaska, Costa Rica",10.0859413,-84.4671084
"349","brenda_hayeck","Manaus, Brasil",-3.1190275,-60.0217314
"350","H1N1_Briel","Heaven",37.0326709,-95.6235557
"351","viktorjudah","Manaus, Brasil",-3.1190275,-60.0217314
"352","Charlie533080","United Kingdom",55.378051,-3.435973
"353","mizcrackeer","Manaus, Brasil",-3.1190275,-60.0217314
"354","FelixZiul","Manaus",-3.1190275,-60.0217314
"355","biancadnz","Manaus, Brasil",-3.1190275,-60.0217314
"356","LuizaCatharina","Rio Branco, Acre",-9.9753374,-68.4293214
"357","mateuzcarneiro","Manaus, Brasil",-3.1190275,-60.0217314
"358","DetranAmazonas","Amazonas, Brasil",-3.4168427,-65.8560646
"359","vanderson_n12","Manaus, Brazil",-3.1190275,-60.0217314
"360","radaramazonico","Amazonas",-3.4168427,-65.8560646
"361","InfoTodaHora","Manaus, Brazil",-3.1190275,-60.0217314
"362","jduart3","Manaus, Brasil",-3.1190275,-60.0217314
"363","darker123","manaus Brasil",-3.1190275,-60.0217314
"364","RedeAmazonica","Norte do Brasil",-2.0953182,-58.3716902
"365","BarodaRocksz","Vadodra, Gujarat",22.3071588,73.1812187
"366","DrGaganGrover","Chandigarh ",30.7333148,76.7794179
"367","gliciacauper","Brasil",-14.235004,-51.92528
"368","_Roosevelt_","Manaus",-3.1190275,-60.0217314
"369","PrashantrTOI","Vadodara, Gujarat ",22.3071588,73.1812187
"370","orflames","mao",49.2787559,-123.0989242
"371","gi0vannarlima","Manaus, Brasil",-3.1190275,-60.0217314
"372","morlucas_","Amazonas, Brasil",-3.4168427,-65.8560646
"373","hana_raquel","Manaus, Brasil",-3.1190275,-60.0217314
"374","portaldoholanda","Manaus - Amazonas",-3.1190275,-60.0217314
"375","PoncaWarrior","Winfield, KS",37.2397486,-96.9955918
"376","HomeroMLeao","Manaus - Amazonas - Brasil",-3.1190275,-60.0217314
"377","RaabeSabrina","Manaus, Brasil",-3.1190275,-60.0217314
"378","betsoretorno","Brasil",-14.235004,-51.92528
"379","NatliaR61046835","Manaus, Brazil",-3.1190275,-60.0217314
"380","leosallees","Manaus, Brasil",-3.1190275,-60.0217314
"381","dyopalette",":;",NA,NA
"382","Dannigato","Manaus- AM",-3.1190275,-60.0217314
"383","MarcusAbagnale","Brasil, Manaus",-3.1190275,-60.0217314
"384","eitamotaa","Manaus, Brasil",-3.1190275,-60.0217314
"385","lifeizcrool","inglewood graveyard.",33.970889,-118.343547
"386","OxBugBuster","UK",55.378051,-3.435973
"387","Tisserandetala3","centre corse ",42.052969,9.195605
"388","NiketSatapara","Dhrangadhra, India",22.9832248,71.474461
"389","FatimaZahraNaj6","Agadir, Morocco",30.4277547,-9.5981072
"390","_medjournal","Las Vegas",36.1699412,-115.1398296
"391","_News_Amapa","Amapá - Brasil",0.9019925,-52.0029565
"392","UnmeshDr","Ahmadabad City, India",23.022505,72.5713621
"393","DDOAHMEDABAD1","Lal Daravaja,Bhadra,Ahmedabad",23.0263517,72.5819013
"394","AazaadKumarAshu","<U+0926><U+093F><U+0932><U+094D><U+0932><U+0940>, <U+092D><U+093E><U+0930><U+0924>",28.7040592,77.1024902
"395","kneeesss","<U+0001F608>",NA,NA
"396","_canarybay","Manaus, Amazonas",-3.1190275,-60.0217314
"397","motadrama","Manaus, Brasil",-3.1190275,-60.0217314
"398","naturogain","India",20.593684,78.96288
"399","GabiReboucasS","Manaus, Brazil",-3.1190275,-60.0217314
"400","TolkovyyDoctor","<U+0420><U+043E><U+0441><U+0441><U+0438><U+044F>",61.52401,105.318756
"401","slutforsoy","<U+264E><U+FE0E><U+2609><U+264B><U+FE0E><U+263E><U+264B><U+FE0E><U+279A>",NA,NA
"402","shotSinlimon","México",23.634501,-102.552784
"403","MzSailiante","Mobile, AL",30.6953657,-88.0398912
"404","shadeszain","Manaus, Brazil",-3.1190275,-60.0217314
"405","eoq_gus","Manaus, Brasil",-3.1190275,-60.0217314
"406","Crof","North Vancouver, BC",49.3199816,-123.0724139
"407","enewsagency","Brazil",-14.235004,-51.92528
"408","pdonortenews","Brazil",-14.235004,-51.92528
"409","luanamourart","Brasil",-14.235004,-51.92528
"410","udarnik","Northern Hemisphere",43.214231,-77.438898
"411","heymassam","Manaus, Brazil",-3.1190275,-60.0217314
"412","alex_mariano11","Manaus, Brazil",-3.1190275,-60.0217314
"413","gabccampos","Nárnia",39.5156627,-77.0732748
"414","CardiffGiants","New York, NY",40.7127753,-74.0059728
"415","ruankim_","Manaus, Brazil",-3.1190275,-60.0217314
"416","SEKAlXING","ot6 | ot5 | ot3 ",NA,NA
"417","maju_veskesky","Brazil",-14.235004,-51.92528
"418","joannawllck","winterfell",39.9562296,-75.2023233
"419","Thiago_de_Boas","Manaus, Amazonas",-3.1190275,-60.0217314
"420","PedroDailson","Manaus, Brazil",-3.1190275,-60.0217314
"421","AniMottaa","Manaus, Brasil",-3.1190275,-60.0217314
"422","marinhocams","manaux",45.0964081,1.9249763
"423","jacobvelvet","Manaus, Brasil",-3.1190275,-60.0217314
"424","SeanGotGjally","hell",42.43472,-83.985
"425","felpsgrr","Tancredo Neves, Manaus",-3.0544395,-59.9424976
"426","NeuziCosta","Manaus, Brazil",-3.1190275,-60.0217314
